,CRSArrTime,DayOfWeek,DayofMonth,Dest,DestUTC,Distance,FlightDate,FltTime,Marketing_Airline_Network,Month,OrgUTC,Origin,Quarter,Tail_Number,TaxiIn,TaxiOut,WheelsOff,WheelsOn,Year,fltID,dtyRepTmUTC,dtyRelTmUTC
576,1739.0,6.0,29.0,LAS,2020-03-01 00:20:00+00:00,1749.0,2020-02-29,0 days 04:22:00,DL,2.0,2020-02-29 19:58:00+00:00,DTW,1.0,N356DN,9.0,15.0,1613.0,1711.0,2020.0,90301.0,2020-02-29 19:13:00+00:00,2020-02-29 22:10:00+00:00
577,1731.0,6.0,29.0,DCA,2020-02-29 21:25:00+00:00,405.0,2020-02-29,0 days 01:27:00,DL,2.0,2020-02-29 19:58:00+00:00,DTW,1.0,N329NB,2.0,13.0,1611.0,1723.0,2020.0,91613.0,2020-02-29 19:13:00+00:00,2020-02-29 22:10:00+00:00
578,1732.0,6.0,29.0,MDT,2020-02-29 21:16:00+00:00,371.0,2020-02-29,0 days 01:17:00,DL,2.0,2020-02-29 19:59:00+00:00,DTW,1.0,N823SK,4.0,16.0,1615.0,1712.0,2020.0,37836.0,2020-02-29 19:14:00+00:00,2020-03-01 00:10:00+00:00
579,1939.0,6.0,29.0,DFW,2020-02-29 23:25:00+00:00,1389.0,2020-02-29,0 days 03:26:00,DL,2.0,2020-02-29 19:59:00+00:00,LGA,1.0,N124DU,5.0,14.0,1613.0,1820.0,2020.0,91272.0,2020-02-29 19:14:00+00:00,2020-03-01 00:10:00+00:00
580,1810.0,6.0,29.0,STL,2020-02-29 22:32:00+00:00,888.0,2020-02-29,0 days 02:32:00,DL,2.0,2020-02-29 20:00:00+00:00,LGA,1.0,N131EV,6.0,15.0,1615.0,1726.0,2020.0,11749.0,2020-02-29 19:15:00+00:00,2020-02-29 22:52:00+00:00
581,1845.0,6.0,29.0,JAX,2020-02-29 22:07:00+00:00,833.0,2020-02-29,0 days 02:07:00,DL,2.0,2020-02-29 20:00:00+00:00,LGA,1.0,N920XJ,3.0,16.0,1616.0,1804.0,2020.0,13150.0,2020-02-29 19:15:00+00:00,2020-02-29 22:52:00+00:00
582,1439.0,6.0,29.0,BOI,2020-02-29 21:24:00+00:00,399.0,2020-02-29,0 days 01:24:00,DL,2.0,2020-02-29 20:00:00+00:00,SEA,1.0,N301SY,3.0,24.0,1324.0,1521.0,2020.0,38036.0,2020-02-29 19:15:00+00:00,2020-02-29 22:05:00+00:00
583,1525.0,6.0,29.0,DEN,2020-02-29 21:20:00+00:00,391.0,2020-02-29,0 days 01:19:00,DL,2.0,2020-02-29 20:01:00+00:00,SLC,1.0,N129DU,6.0,15.0,1416.0,1514.0,2020.0,91821.0,2020-02-29 19:15:00+00:00,2020-02-29 22:05:00+00:00
584,1802.0,6.0,29.0,GSO,2020-02-29 21:43:00+00:00,461.0,2020-02-29,0 days 01:41:00,DL,2.0,2020-02-29 20:02:00+00:00,LGA,1.0,N206JQ,8.0,19.0,1621.0,1735.0,2020.0,133422.0,2020-02-29 19:17:00+00:00,2020-02-29 21:21:00+00:00
585,1648.0,6.0,29.0,LAN,2020-02-29 20:36:00+00:00,74.0,2020-02-29,0 days 00:34:00,DL,2.0,2020-02-29 20:02:00+00:00,DTW,1.0,N912EV,1.0,13.0,1615.0,1635.0,2020.0,38035.0,2020-02-29 19:17:00+00:00,2020-02-29 21:21:00+00:00
586,1847.0,6.0,29.0,MCI,2020-02-29 23:04:00+00:00,1107.0,2020-02-29,0 days 03:01:00,DL,2.0,2020-02-29 20:03:00+00:00,LGA,1.0,N867RW,4.0,17.0,1620.0,1800.0,2020.0,133467.0,2020-02-29 19:18:00+00:00,2020-02-29 21:58:00+00:00
587,1717.0,6.0,29.0,IND,2020-02-29 21:13:00+00:00,231.0,2020-02-29,0 days 01:09:00,DL,2.0,2020-02-29 20:04:00+00:00,DTW,1.0,N236JQ,13.0,19.0,1623.0,1700.0,2020.0,133481.0,2020-02-29 19:18:00+00:00,2020-02-29 21:58:00+00:00
588,1645.0,6.0,29.0,ORD,2020-02-29 21:16:00+00:00,334.0,2020-02-29,0 days 01:10:00,DL,2.0,2020-02-29 20:06:00+00:00,MSP,1.0,N942AT,6.0,12.0,1518.0,1610.0,2020.0,90337.0,2020-02-29 19:21:00+00:00,2020-02-29 22:14:00+00:00
589,1651.0,6.0,29.0,BIS,2020-02-29 21:29:00+00:00,386.0,2020-02-29,0 days 01:22:00,DL,2.0,2020-02-29 20:07:00+00:00,MSP,1.0,N936EV,4.0,10.0,1517.0,1625.0,2020.0,37614.0,2020-02-29 19:21:00+00:00,2020-02-29 22:14:00+00:00
590,1831.0,6.0,29.0,CHS,2020-02-29 22:05:00+00:00,641.0,2020-02-29,0 days 01:58:00,DL,2.0,2020-02-29 20:07:00+00:00,LGA,1.0,N950AT,6.0,19.0,1626.0,1759.0,2020.0,92152.0,2020-02-29 19:22:00+00:00,2020-03-01 00:59:00+00:00
591,1838.0,6.0,29.0,PHX,2020-03-01 00:14:00+00:00,1671.0,2020-02-29,0 days 04:05:00,DL,2.0,2020-02-29 20:09:00+00:00,DTW,1.0,N337DN,7.0,13.0,1622.0,1807.0,2020.0,90795.0,2020-02-29 19:22:00+00:00,2020-03-01 00:59:00+00:00
592,1636.0,6.0,29.0,DSM,2020-02-29 21:16:00+00:00,232.0,2020-02-29,0 days 01:07:00,DL,2.0,2020-02-29 20:09:00+00:00,MSP,1.0,N912XJ,13.0,17.0,1526.0,1603.0,2020.0,17908.0,2020-02-29 19:24:00+00:00,2020-02-29 22:19:00+00:00
593,1808.0,6.0,29.0,IND,2020-02-29 21:34:00+00:00,503.0,2020-02-29,0 days 01:24:00,DL,2.0,2020-02-29 20:10:00+00:00,MSP,1.0,N813SK,7.0,13.0,1523.0,1727.0,2020.0,38016.0,2020-02-29 19:24:00+00:00,2020-02-29 22:19:00+00:00
594,1802.0,6.0,29.0,ORD,2020-02-29 22:30:00+00:00,733.0,2020-02-29,0 days 02:20:00,DL,2.0,2020-02-29 20:10:00+00:00,LGA,1.0,N937AT,8.0,18.0,1628.0,1722.0,2020.0,90314.0,2020-02-29 19:25:00+00:00,2020-02-29 21:54:00+00:00
595,1633.0,6.0,29.0,FAR,2020-02-29 21:09:00+00:00,223.0,2020-02-29,0 days 00:57:00,DL,2.0,2020-02-29 20:12:00+00:00,MSP,1.0,N922EV,4.0,10.0,1522.0,1605.0,2020.0,37760.0,2020-02-29 19:25:00+00:00,2020-02-29 21:54:00+00:00
596,1654.0,6.0,29.0,DEN,2020-02-29 22:43:00+00:00,1024.0,2020-02-29,0 days 02:31:00,DL,2.0,2020-02-29 20:12:00+00:00,SEA,1.0,N321NB,5.0,15.0,1327.0,1638.0,2020.0,91991.0,2020-02-29 19:27:00+00:00,2020-02-29 22:21:00+00:00
597,1702.0,6.0,29.0,MCI,2020-02-29 21:36:00+00:00,393.0,2020-02-29,0 days 01:23:00,DL,2.0,2020-02-29 20:13:00+00:00,MSP,1.0,N901XJ,5.0,17.0,1530.0,1631.0,2020.0,7616.0,2020-02-29 19:27:00+00:00,2020-02-29 22:21:00+00:00
598,1734.0,6.0,29.0,ESC,2020-02-29 21:30:00+00:00,306.0,2020-02-29,0 days 01:17:00,DL,2.0,2020-02-29 20:13:00+00:00,DTW,1.0,N779CA,4.0,14.0,1627.0,1726.0,2020.0,38218.0,2020-02-29 19:28:00+00:00,2020-02-29 22:59:00+00:00
599,1719.0,6.0,29.0,MKE,2020-02-29 22:14:00+00:00,669.0,2020-02-29,0 days 02:01:00,DL,2.0,2020-02-29 20:13:00+00:00,ATL,1.0,N976DL,6.0,15.0,1628.0,1708.0,2020.0,91137.0,2020-02-29 19:28:00+00:00,2020-02-29 22:59:00+00:00
600,1805.0,6.0,29.0,PIT,2020-02-29 21:32:00+00:00,335.0,2020-02-29,0 days 01:17:00,DL,2.0,2020-02-29 20:15:00+00:00,LGA,1.0,N915XJ,6.0,14.0,1629.0,1726.0,2020.0,4939.0,2020-02-29 19:30:00+00:00,2020-02-29 23:16:00+00:00
601,1839.0,6.0,29.0,DCA,2020-02-29 22:31:00+00:00,931.0,2020-02-29,0 days 02:14:00,DL,2.0,2020-02-29 20:17:00+00:00,MSP,1.0,N357DN,8.0,16.0,1533.0,1823.0,2020.0,90513.0,2020-02-29 19:30:00+00:00,2020-02-29 23:16:00+00:00
602,1649.0,6.0,29.0,OMA,2020-02-29 21:25:00+00:00,282.0,2020-02-29,0 days 01:08:00,DL,2.0,2020-02-29 20:17:00+00:00,MSP,1.0,N449SW,3.0,17.0,1534.0,1622.0,2020.0,37789.0,2020-02-29 19:32:00+00:00,2020-02-29 22:29:00+00:00
603,1712.0,6.0,29.0,MOT,2020-02-29 21:44:00+00:00,449.0,2020-02-29,0 days 01:27:00,DL,2.0,2020-02-29 20:17:00+00:00,MSP,1.0,N455SW,2.0,10.0,1527.0,1642.0,2020.0,37761.0,2020-02-29 19:32:00+00:00,2020-02-29 22:29:00+00:00
604,1916.0,6.0,29.0,TPA,2020-02-29 22:56:00+00:00,1010.0,2020-02-29,0 days 02:39:00,DL,2.0,2020-02-29 20:17:00+00:00,LGA,1.0,N372DN,4.0,14.0,1631.0,1852.0,2020.0,90318.0,2020-02-29 19:32:00+00:00,2020-02-29 23:23:00+00:00
605,1735.0,6.0,29.0,DFW,2020-02-29 22:38:00+00:00,989.0,2020-02-29,0 days 02:19:00,DL,2.0,2020-02-29 20:19:00+00:00,SLC,1.0,N121DU,9.0,11.0,1430.0,1729.0,2020.0,91104.0,2020-02-29 19:32:00+00:00,2020-02-29 23:23:00+00:00
606,1433.0,6.0,29.0,RDM,2020-02-29 21:21:00+00:00,228.0,2020-02-29,0 days 01:02:00,DL,2.0,2020-02-29 20:19:00+00:00,SEA,1.0,N289SY,3.0,20.0,1339.0,1418.0,2020.0,37654.0,2020-02-29 19:34:00+00:00,2020-03-01 00:29:00+00:00
607,1818.0,6.0,29.0,MTJ,2020-02-29 23:44:00+00:00,1352.0,2020-02-29,0 days 03:25:00,DL,2.0,2020-02-29 20:19:00+00:00,ATL,1.0,N927DN,4.0,16.0,1635.0,1740.0,2020.0,90993.0,2020-02-29 19:34:00+00:00,2020-03-01 00:29:00+00:00
608,1757.0,6.0,29.0,SAN,2020-03-01 01:00:00+00:00,1956.0,2020-02-29,0 days 04:40:00,DL,2.0,2020-02-29 20:20:00+00:00,DTW,1.0,N325DN,5.0,10.0,1630.0,1755.0,2020.0,90559.0,2020-02-29 19:35:00+00:00,2020-02-29 22:31:00+00:00
609,1824.0,6.0,29.0,RDU,2020-02-29 21:46:00+00:00,431.0,2020-02-29,0 days 01:25:00,DL,2.0,2020-02-29 20:21:00+00:00,LGA,1.0,N600LR,5.0,16.0,1637.0,1741.0,2020.0,5553.0,2020-02-29 19:35:00+00:00,2020-02-29 22:31:00+00:00
610,1831.0,6.0,29.0,PIT,2020-02-29 21:59:00+00:00,496.0,2020-02-29,0 days 01:37:00,DL,2.0,2020-02-29 20:22:00+00:00,BOS,1.0,N815MD,5.0,16.0,1638.0,1754.0,2020.0,133529.0,2020-02-29 19:37:00+00:00,2020-02-29 22:16:00+00:00
611,1643.0,6.0,29.0,PNS,2020-02-29 21:31:00+00:00,271.0,2020-02-29,0 days 01:07:00,DL,2.0,2020-02-29 20:24:00+00:00,ATL,1.0,N999DN,3.0,15.0,1639.0,1628.0,2020.0,90284.0,2020-02-29 19:37:00+00:00,2020-02-29 22:16:00+00:00
612,1831.0,6.0,29.0,BZN,2020-03-01 00:31:00+00:00,1640.0,2020-02-29,0 days 04:07:00,DL,2.0,2020-02-29 20:24:00+00:00,ATL,1.0,N690DL,4.0,16.0,1640.0,1827.0,2020.0,90811.0,2020-02-29 19:39:00+00:00,2020-02-29 23:02:00+00:00
613,1727.0,6.0,29.0,MDW,2020-02-29 22:17:00+00:00,591.0,2020-02-29,0 days 01:51:00,DL,2.0,2020-02-29 20:26:00+00:00,ATL,1.0,N983AT,5.0,10.0,1636.0,1712.0,2020.0,91408.0,2020-02-29 19:39:00+00:00,2020-02-29 23:02:00+00:00
614,1802.0,6.0,29.0,ROA,2020-02-29 21:51:00+00:00,357.0,2020-02-29,0 days 01:24:00,DL,2.0,2020-02-29 20:27:00+00:00,ATL,1.0,N330PQ,6.0,14.0,1641.0,1745.0,2020.0,3979.0,2020-02-29 19:42:00+00:00,2020-02-29 23:38:00+00:00
615,1806.0,6.0,29.0,SAT,2020-02-29 22:53:00+00:00,874.0,2020-02-29,0 days 02:26:00,DL,2.0,2020-02-29 20:27:00+00:00,ATL,1.0,N393DN,4.0,13.0,1640.0,1749.0,2020.0,91814.0,2020-02-29 19:42:00+00:00,2020-02-29 23:38:00+00:00
616,1714.0,6.0,29.0,BTR,2020-02-29 21:48:00+00:00,448.0,2020-02-29,0 days 01:20:00,DL,2.0,2020-02-29 20:28:00+00:00,ATL,1.0,N293PQ,3.0,10.0,1638.0,1645.0,2020.0,14799.0,2020-02-29 19:43:00+00:00,2020-02-29 22:18:00+00:00
617,1739.0,6.0,29.0,CHS,2020-02-29 21:33:00+00:00,259.0,2020-02-29,0 days 01:04:00,DL,2.0,2020-02-29 20:29:00+00:00,ATL,1.0,N993DL,6.0,14.0,1643.0,1727.0,2020.0,91828.0,2020-02-29 19:43:00+00:00,2020-02-29 22:18:00+00:00
618,1849.0,6.0,29.0,HPN,2020-02-29 22:50:00+00:00,780.0,2020-02-29,0 days 02:20:00,DL,2.0,2020-02-29 20:30:00+00:00,ATL,1.0,N925XJ,8.0,17.0,1647.0,1842.0,2020.0,19921.0,2020-02-29 19:45:00+00:00,2020-02-29 22:31:00+00:00
619,1751.0,6.0,29.0,TPA,2020-02-29 21:46:00+00:00,406.0,2020-02-29,0 days 01:16:00,DL,2.0,2020-02-29 20:30:00+00:00,ATL,1.0,N340DN,4.0,12.0,1642.0,1742.0,2020.0,91540.0,2020-02-29 19:45:00+00:00,2020-02-29 22:31:00+00:00
620,1628.0,6.0,29.0,HSV,2020-02-29 21:17:00+00:00,151.0,2020-02-29,0 days 00:47:00,DL,2.0,2020-02-29 20:30:00+00:00,ATL,1.0,N972AT,4.0,14.0,1644.0,1613.0,2020.0,90789.0,2020-02-29 19:45:00+00:00,2020-02-29 22:40:00+00:00
621,1805.0,6.0,29.0,ORF,2020-02-29 21:55:00+00:00,516.0,2020-02-29,0 days 01:25:00,DL,2.0,2020-02-29 20:30:00+00:00,ATL,1.0,N874DN,3.0,10.0,1640.0,1752.0,2020.0,91854.0,2020-02-29 19:45:00+00:00,2020-02-29 22:40:00+00:00
622,1652.0,6.0,29.0,MKE,2020-02-29 21:39:00+00:00,297.0,2020-02-29,0 days 01:07:00,DL,2.0,2020-02-29 20:32:00+00:00,MSP,1.0,N297SY,5.0,14.0,1546.0,1634.0,2020.0,37772.0,2020-02-29 19:47:00+00:00,2020-02-29 21:59:00+00:00
623,1729.0,6.0,29.0,CHA,2020-02-29 21:14:00+00:00,106.0,2020-02-29,0 days 00:42:00,DL,2.0,2020-02-29 20:32:00+00:00,ATL,1.0,N916EV,3.0,14.0,1646.0,1711.0,2020.0,38115.0,2020-02-29 19:47:00+00:00,2020-02-29 21:59:00+00:00
624,1719.0,6.0,29.0,MDW,2020-02-29 21:54:00+00:00,349.0,2020-02-29,0 days 01:21:00,DL,2.0,2020-02-29 20:33:00+00:00,MSP,1.0,N632SK,6.0,14.0,1547.0,1648.0,2020.0,37679.0,2020-02-29 19:48:00+00:00,2020-02-29 22:33:00+00:00
625,1430.0,6.0,29.0,MFR,2020-02-29 21:48:00+00:00,352.0,2020-02-29,0 days 01:14:00,DL,2.0,2020-02-29 20:34:00+00:00,SEA,1.0,N265SY,3.0,13.0,1347.0,1445.0,2020.0,37915.0,2020-02-29 19:48:00+00:00,2020-02-29 22:33:00+00:00
626,1949.0,6.0,29.0,TPA,2020-02-29 23:20:00+00:00,1306.0,2020-02-29,0 days 02:44:00,DL,2.0,2020-02-29 20:36:00+00:00,MSP,1.0,N831DN,3.0,12.0,1548.0,1917.0,2020.0,90435.0,2020-02-29 19:51:00+00:00,2020-02-29 22:22:00+00:00
627,1706.0,6.0,29.0,FSD,2020-02-29 21:37:00+00:00,196.0,2020-02-29,0 days 00:59:00,DL,2.0,2020-02-29 20:38:00+00:00,MSP,1.0,N8965E,4.0,18.0,1556.0,1633.0,2020.0,37711.0,2020-02-29 19:51:00+00:00,2020-02-29 22:22:00+00:00
628,1859.0,6.0,29.0,RDU,2020-02-29 22:34:00+00:00,612.0,2020-02-29,0 days 01:56:00,DL,2.0,2020-02-29 20:38:00+00:00,BOS,1.0,N231JQ,5.0,16.0,1654.0,1829.0,2020.0,133524.0,2020-02-29 19:53:00+00:00,2020-02-29 22:31:00+00:00
629,1500.0,6.0,29.0,LAS,2020-02-29 21:46:00+00:00,236.0,2020-02-29,0 days 01:05:00,DL,2.0,2020-02-29 20:41:00+00:00,LAX,1.0,N614CZ,7.0,12.0,1353.0,1439.0,2020.0,126549.0,2020-02-29 19:53:00+00:00,2020-02-29 22:31:00+00:00
630,1754.0,6.0,29.0,GSO,2020-02-29 21:52:00+00:00,306.0,2020-02-29,0 days 01:11:00,DL,2.0,2020-02-29 20:41:00+00:00,ATL,1.0,N903DE,7.0,11.0,1652.0,1745.0,2020.0,90269.0,2020-02-29 19:56:00+00:00,2020-02-29 22:44:00+00:00
631,1706.0,6.0,29.0,MEM,2020-02-29 21:59:00+00:00,332.0,2020-02-29,0 days 01:15:00,DL,2.0,2020-02-29 20:44:00+00:00,ATL,1.0,N909DE,5.0,12.0,1656.0,1654.0,2020.0,90352.0,2020-02-29 19:56:00+00:00,2020-02-29 22:44:00+00:00
632,1827.0,6.0,29.0,RDU,2020-02-29 22:31:00+00:00,534.0,2020-02-29,0 days 01:47:00,DL,2.0,2020-02-29 20:44:00+00:00,MCO,1.0,N353NW,4.0,17.0,1701.0,1827.0,2020.0,92162.0,2020-02-29 19:59:00+00:00,2020-02-29 23:05:00+00:00
633,1819.0,6.0,29.0,RIC,2020-02-29 22:20:00+00:00,481.0,2020-02-29,0 days 01:35:00,DL,2.0,2020-02-29 20:45:00+00:00,ATL,1.0,N915DN,7.0,17.0,1702.0,1813.0,2020.0,91196.0,2020-02-29 19:59:00+00:00,2020-02-29 23:05:00+00:00
634,1835.0,6.0,29.0,JAC,2020-03-01 00:41:00+00:00,1572.0,2020-02-29,0 days 03:52:00,DL,2.0,2020-02-29 20:49:00+00:00,ATL,1.0,N659DL,4.0,13.0,1702.0,1837.0,2020.0,90213.0,2020-02-29 20:04:00+00:00,2020-02-29 23:39:00+00:00
635,1607.0,6.0,29.0,PDX,2020-02-29 22:54:00+00:00,834.0,2020-02-29,0 days 02:05:00,DL,2.0,2020-02-29 20:49:00+00:00,LAX,1.0,N349NB,3.0,9.0,1358.0,1551.0,2020.0,90892.0,2020-02-29 20:04:00+00:00,2020-02-29 23:39:00+00:00
636,1707.0,6.0,29.0,MSN,2020-02-29 21:42:00+00:00,228.0,2020-02-29,0 days 00:53:00,DL,2.0,2020-02-29 20:49:00+00:00,MSP,1.0,N276SY,4.0,12.0,1601.0,1638.0,2020.0,38012.0,2020-02-29 20:04:00+00:00,2020-03-01 03:34:00+00:00
637,2015.0,6.0,29.0,SAN,2020-03-01 02:49:00+00:00,2446.0,2020-02-29,0 days 05:58:00,DL,2.0,2020-02-29 20:51:00+00:00,JFK,1.0,N723TW,6.0,20.0,1711.0,1943.0,2020.0,91945.0,2020-02-29 20:04:00+00:00,2020-03-01 03:34:00+00:00
638,1842.0,6.0,29.0,BGR,2020-02-29 22:14:00+00:00,378.0,2020-02-29,0 days 01:22:00,DL,2.0,2020-02-29 20:52:00+00:00,LGA,1.0,N8688C,3.0,19.0,1711.0,1811.0,2020.0,5421.0,2020-02-29 20:07:00+00:00,2020-02-29 22:47:00+00:00
639,1730.0,6.0,29.0,SDF,2020-02-29 22:02:00+00:00,306.0,2020-02-29,0 days 01:09:00,DL,2.0,2020-02-29 20:53:00+00:00,DTW,1.0,N641CA,8.0,16.0,1709.0,1754.0,2020.0,38052.0,2020-02-29 20:07:00+00:00,2020-02-29 22:47:00+00:00
640,1824.0,6.0,29.0,SYR,2020-02-29 22:14:00+00:00,209.0,2020-02-29,0 days 01:20:00,DL,2.0,2020-02-29 20:54:00+00:00,JFK,1.0,N686BR,6.0,26.0,1720.0,1808.0,2020.0,2689.0,2020-02-29 20:09:00+00:00,2020-02-29 23:23:00+00:00
641,1854.0,6.0,29.0,RIC,2020-02-29 22:38:00+00:00,474.0,2020-02-29,0 days 01:44:00,DL,2.0,2020-02-29 20:54:00+00:00,BOS,1.0,N203JQ,9.0,16.0,1710.0,1829.0,2020.0,133451.0,2020-02-29 20:09:00+00:00,2020-02-29 23:23:00+00:00
642,1824.0,6.0,29.0,PWM,2020-02-29 22:04:00+00:00,269.0,2020-02-29,0 days 01:09:00,DL,2.0,2020-02-29 20:55:00+00:00,LGA,1.0,N197PQ,3.0,17.0,1712.0,1801.0,2020.0,3489.0,2020-02-29 20:10:00+00:00,2020-02-29 22:53:00+00:00
643,1841.0,6.0,29.0,BUF,2020-02-29 22:08:00+00:00,292.0,2020-02-29,0 days 01:13:00,DL,2.0,2020-02-29 20:55:00+00:00,LGA,1.0,N478PX,5.0,12.0,1707.0,1803.0,2020.0,17404.0,2020-02-29 20:10:00+00:00,2020-02-29 22:53:00+00:00
644,1555.0,6.0,29.0,SAN,2020-02-29 22:51:00+00:00,626.0,2020-02-29,0 days 01:53:00,DL,2.0,2020-02-29 20:58:00+00:00,SLC,1.0,N108DQ,4.0,14.0,1512.0,1547.0,2020.0,91895.0,2020-02-29 20:13:00+00:00,2020-02-29 23:28:00+00:00
645,1559.0,6.0,29.0,SMF,2020-02-29 22:43:00+00:00,532.0,2020-02-29,0 days 01:44:00,DL,2.0,2020-02-29 20:59:00+00:00,SLC,1.0,N327NB,3.0,15.0,1514.0,1540.0,2020.0,90603.0,2020-02-29 20:13:00+00:00,2020-02-29 23:28:00+00:00
646,1608.0,6.0,29.0,PSP,2020-02-29 22:43:00+00:00,541.0,2020-02-29,0 days 01:41:00,DL,2.0,2020-02-29 21:02:00+00:00,SLC,1.0,N907SW,5.0,18.0,1520.0,1538.0,2020.0,37741.0,2020-02-29 20:17:00+00:00,2020-02-29 23:39:00+00:00
647,1615.0,6.0,29.0,BUR,2020-02-29 22:54:00+00:00,574.0,2020-02-29,0 days 01:52:00,DL,2.0,2020-02-29 21:02:00+00:00,SLC,1.0,N284SY,2.0,13.0,1515.0,1552.0,2020.0,37675.0,2020-02-29 20:17:00+00:00,2020-02-29 23:39:00+00:00
648,1845.0,6.0,29.0,RSW,2020-02-29 22:53:00+00:00,515.0,2020-02-29,0 days 01:49:00,DL,2.0,2020-02-29 21:04:00+00:00,ATL,1.0,N6716C,28.0,12.0,1716.0,1825.0,2020.0,90200.0,2020-02-29 20:19:00+00:00,2020-02-29 23:02:00+00:00
649,1847.0,6.0,29.0,RIC,2020-02-29 22:17:00+00:00,292.0,2020-02-29,0 days 01:12:00,DL,2.0,2020-02-29 21:05:00+00:00,LGA,1.0,N869RW,8.0,11.0,1716.0,1809.0,2020.0,133502.0,2020-02-29 20:19:00+00:00,2020-02-29 23:02:00+00:00
650,1606.0,6.0,29.0,PDX,2020-02-29 22:51:00+00:00,630.0,2020-02-29,0 days 01:46:00,DL,2.0,2020-02-29 21:05:00+00:00,SLC,1.0,N396DA,2.0,12.0,1517.0,1549.0,2020.0,90730.0,2020-02-29 20:20:00+00:00,2020-02-29 23:45:00+00:00
651,1809.0,6.0,29.0,XNA,2020-02-29 23:00:00+00:00,589.0,2020-02-29,0 days 01:54:00,DL,2.0,2020-02-29 21:06:00+00:00,ATL,1.0,N186GJ,3.0,20.0,1726.0,1757.0,2020.0,2399.0,2020-02-29 20:20:00+00:00,2020-02-29 23:45:00+00:00
652,1837.0,6.0,29.0,ROC,2020-02-29 22:17:00+00:00,254.0,2020-02-29,0 days 01:10:00,DL,2.0,2020-02-29 21:07:00+00:00,LGA,1.0,N217JQ,10.0,10.0,1717.0,1807.0,2020.0,133506.0,2020-02-29 20:22:00+00:00,2020-02-29 22:59:00+00:00
653,1629.0,6.0,29.0,BOI,2020-02-29 22:14:00+00:00,290.0,2020-02-29,0 days 01:05:00,DL,2.0,2020-02-29 21:09:00+00:00,SLC,1.0,N251SY,3.0,12.0,1521.0,1611.0,2020.0,37602.0,2020-02-29 20:22:00+00:00,2020-02-29 22:59:00+00:00
654,1338.0,6.0,29.0,ASE,2020-02-29 23:07:00+00:00,737.0,2020-02-29,0 days 01:53:00,DL,2.0,2020-02-29 21:14:00+00:00,LAX,1.0,N609SK,3.0,14.0,1428.0,1704.0,2020.0,37643.0,2020-02-29 20:29:00+00:00,2020-02-29 23:43:00+00:00
655,1702.0,6.0,29.0,PHX,2020-02-29 22:58:00+00:00,507.0,2020-02-29,0 days 01:42:00,DL,2.0,2020-02-29 21:16:00+00:00,SLC,1.0,N331NW,12.0,16.0,1532.0,1646.0,2020.0,90991.0,2020-02-29 20:29:00+00:00,2020-02-29 23:43:00+00:00
656,1645.0,6.0,29.0,BZN,2020-02-29 22:29:00+00:00,347.0,2020-02-29,0 days 01:13:00,DL,2.0,2020-02-29 21:16:00+00:00,SLC,1.0,N935SW,4.0,11.0,1527.0,1625.0,2020.0,37695.0,2020-02-29 20:31:00+00:00,2020-02-29 23:58:00+00:00
657,1615.0,6.0,29.0,GEG,2020-02-29 23:13:00+00:00,546.0,2020-02-29,0 days 01:51:00,DL,2.0,2020-02-29 21:22:00+00:00,SLC,1.0,N281SY,3.0,20.0,1542.0,1610.0,2020.0,38078.0,2020-02-29 20:31:00+00:00,2020-02-29 23:58:00+00:00
658,1746.0,6.0,29.0,DEN,2020-02-29 23:29:00+00:00,862.0,2020-02-29,0 days 02:05:00,DL,2.0,2020-02-29 21:24:00+00:00,LAX,1.0,N380DN,8.0,12.0,1436.0,1721.0,2020.0,90328.0,2020-02-29 20:39:00+00:00,2020-03-01 00:40:00+00:00
659,1930.0,6.0,29.0,ORD,2020-02-29 23:55:00+00:00,740.0,2020-02-29,0 days 02:31:00,DL,2.0,2020-02-29 21:24:00+00:00,JFK,1.0,N246JQ,7.0,24.0,1748.0,1848.0,2020.0,133419.0,2020-02-29 20:39:00+00:00,2020-03-01 00:40:00+00:00
660,1638.0,6.0,29.0,IDA,2020-02-29 22:22:00+00:00,188.0,2020-02-29,0 days 00:53:00,DL,2.0,2020-02-29 21:29:00+00:00,SLC,1.0,N506CA,5.0,12.0,1541.0,1617.0,2020.0,37600.0,2020-02-29 20:44:00+00:00,2020-02-29 23:33:00+00:00
661,1556.0,6.0,29.0,LAS,2020-02-29 22:48:00+00:00,368.0,2020-02-29,0 days 01:18:00,DL,2.0,2020-02-29 21:30:00+00:00,SLC,1.0,N884DN,4.0,17.0,1547.0,1544.0,2020.0,92188.0,2020-02-29 20:44:00+00:00,2020-02-29 23:33:00+00:00
662,1607.0,6.0,29.0,SMF,2020-02-29 22:56:00+00:00,373.0,2020-02-29,0 days 01:24:00,DL,2.0,2020-02-29 21:32:00+00:00,LAX,1.0,N252SY,9.0,11.0,1443.0,1547.0,2020.0,37731.0,2020-02-29 20:47:00+00:00,2020-02-29 23:45:00+00:00
663,1912.0,6.0,29.0,ROC,2020-02-29 23:00:00+00:00,264.0,2020-02-29,0 days 01:27:00,DL,2.0,2020-02-29 21:33:00+00:00,JFK,1.0,N134EV,9.0,21.0,1754.0,1851.0,2020.0,2747.0,2020-02-29 20:47:00+00:00,2020-02-29 23:45:00+00:00
