,CRSArrTime,DayOfWeek,DayofMonth,Dest,DestUTC,Distance,FlightDate,FltTime,Marketing_Airline_Network,Month,OrgUTC,Origin,Quarter,Tail_Number,TaxiIn,TaxiOut,WheelsOff,WheelsOn,Year,fltID,dtyRepTmUTC,dtyRelTmUTC
982,2157.0,6.0,29.0,FAR,2020-03-01 02:47:00+00:00,223.0,2020-02-29,0 days 00:57:00,DL,2.0,2020-03-01 01:50:00+00:00,MSP,1.0,N338DN,4.0,12.0,2102.0,2143.0,2020.0,91636.0,2020-03-01 01:05:00+00:00,2020-03-01 04:53:00+00:00
983,2316.0,6.0,29.0,DSM,2020-03-01 04:08:00+00:00,743.0,2020-02-29,0 days 02:18:00,DL,2.0,2020-03-01 01:50:00+00:00,ATL,1.0,N910DE,3.0,24.0,2214.0,2305.0,2020.0,91385.0,2020-03-01 01:05:00+00:00,2020-03-01 04:53:00+00:00
984,2247.0,6.0,29.0,MDW,2020-03-01 03:48:00+00:00,591.0,2020-02-29,0 days 01:58:00,DL,2.0,2020-03-01 01:50:00+00:00,ATL,1.0,N301DQ,6.0,20.0,2210.0,2242.0,2020.0,91865.0,2020-03-01 01:05:00+00:00,2020-03-01 04:25:00+00:00
985,2257.0,6.0,29.0,XNA,2020-03-01 03:40:00+00:00,589.0,2020-02-29,0 days 01:50:00,DL,2.0,2020-03-01 01:50:00+00:00,ATL,1.0,N989DN,5.0,17.0,2207.0,2235.0,2020.0,91842.0,2020-03-01 01:05:00+00:00,2020-03-01 04:25:00+00:00
986,2307.0,6.0,29.0,HOU,2020-03-01 03:59:00+00:00,696.0,2020-02-29,0 days 02:09:00,DL,2.0,2020-03-01 01:50:00+00:00,ATL,1.0,N961AT,6.0,21.0,2211.0,2253.0,2020.0,91075.0,2020-03-01 01:05:00+00:00,2020-03-01 05:55:00+00:00
987,1.0,6.0,29.0,ROC,2020-03-01 05:10:00+00:00,749.0,2020-02-29,0 days 03:19:00,DL,2.0,2020-03-01 01:51:00+00:00,ATL,1.0,N922DX,7.0,24.0,2215.0,3.0,2020.0,90637.0,2020-03-01 01:05:00+00:00,2020-03-01 05:55:00+00:00
988,2242.0,6.0,29.0,BTR,2020-03-01 03:23:00+00:00,448.0,2020-02-29,0 days 01:31:00,DL,2.0,2020-03-01 01:52:00+00:00,ATL,1.0,N329PQ,3.0,21.0,2213.0,2220.0,2020.0,13833.0,2020-03-01 01:07:00+00:00,2020-03-01 06:07:00+00:00
989,2333.0,6.0,29.0,PHX,2020-03-01 05:22:00+00:00,1276.0,2020-02-29,0 days 03:30:00,DL,2.0,2020-03-01 01:52:00+00:00,MSP,1.0,N311DN,21.0,10.0,2102.0,2301.0,2020.0,90987.0,2020-03-01 01:07:00+00:00,2020-03-01 06:07:00+00:00
990,2258.0,6.0,29.0,FSM,2020-03-01 03:48:00+00:00,579.0,2020-02-29,0 days 01:55:00,DL,2.0,2020-03-01 01:53:00+00:00,ATL,1.0,N916EV,4.0,23.0,2216.0,2244.0,2020.0,37816.0,2020-03-01 01:08:00+00:00,2020-03-01 05:52:00+00:00
991,1.0,6.0,29.0,BDL,2020-03-01 05:07:00+00:00,859.0,2020-02-29,0 days 03:14:00,DL,2.0,2020-03-01 01:53:00+00:00,ATL,1.0,N902DE,3.0,14.0,2207.0,4.0,2020.0,91812.0,2020-03-01 01:08:00+00:00,2020-03-01 05:52:00+00:00
992,2345.0,6.0,29.0,PHL,2020-03-01 03:43:00+00:00,666.0,2020-02-29,0 days 01:49:00,DL,2.0,2020-03-01 01:54:00+00:00,ATL,1.0,N826DN,4.0,11.0,2205.0,2339.0,2020.0,90421.0,2020-03-01 01:09:00+00:00,2020-03-01 03:56:00+00:00
993,2213.0,6.0,29.0,GFK,2020-03-01 03:11:00+00:00,284.0,2020-02-29,0 days 01:17:00,DL,2.0,2020-03-01 01:54:00+00:00,MSP,1.0,N804SK,3.0,24.0,2118.0,2208.0,2020.0,37757.0,2020-03-01 01:09:00+00:00,2020-03-01 03:56:00+00:00
994,2333.0,6.0,29.0,CHO,2020-03-01 03:36:00+00:00,457.0,2020-02-29,0 days 01:42:00,DL,2.0,2020-03-01 01:54:00+00:00,ATL,1.0,N8896A,3.0,26.0,2220.0,2333.0,2020.0,15510.0,2020-03-01 01:09:00+00:00,2020-03-01 03:56:00+00:00
995,2216.0,6.0,29.0,GPT,2020-03-01 03:11:00+00:00,352.0,2020-02-29,0 days 01:16:00,DL,2.0,2020-03-01 01:55:00+00:00,ATL,1.0,N943AT,4.0,19.0,2214.0,2207.0,2020.0,91818.0,2020-03-01 01:09:00+00:00,2020-03-01 03:56:00+00:00
996,2011.0,6.0,29.0,LAS,2020-03-01 03:00:00+00:00,236.0,2020-02-29,0 days 01:05:00,DL,2.0,2020-03-01 01:55:00+00:00,LAX,1.0,N374DA,5.0,13.0,1908.0,1955.0,2020.0,91197.0,2020-03-01 01:10:00+00:00,2020-03-01 04:28:00+00:00
997,2226.0,6.0,29.0,BIS,2020-03-01 03:43:00+00:00,386.0,2020-02-29,0 days 01:47:00,DL,2.0,2020-03-01 01:56:00+00:00,MSP,1.0,N363NB,5.0,25.0,2121.0,2238.0,2020.0,90817.0,2020-03-01 01:10:00+00:00,2020-03-01 04:28:00+00:00
998,2241.0,6.0,29.0,MOB,2020-03-01 03:10:00+00:00,302.0,2020-02-29,0 days 01:12:00,DL,2.0,2020-03-01 01:58:00+00:00,ATL,1.0,N980EV,2.0,23.0,2221.0,2208.0,2020.0,1978.0,2020-03-01 01:13:00+00:00,2020-03-01 04:32:00+00:00
999,2343.0,6.0,29.0,CLE,2020-03-01 03:47:00+00:00,554.0,2020-02-29,0 days 01:48:00,DL,2.0,2020-03-01 01:59:00+00:00,ATL,1.0,N967DL,5.0,21.0,2220.0,2342.0,2020.0,91916.0,2020-03-01 01:13:00+00:00,2020-03-01 04:32:00+00:00
1000,2223.0,6.0,29.0,DEN,2020-03-01 04:10:00+00:00,862.0,2020-02-29,0 days 02:11:00,DL,2.0,2020-03-01 01:59:00+00:00,LAX,1.0,N320US,13.0,12.0,1911.0,2157.0,2020.0,90968.0,2020-03-01 01:14:00+00:00,2020-03-01 03:57:00+00:00
1001,2317.0,6.0,29.0,GSO,2020-03-01 03:12:00+00:00,306.0,2020-02-29,0 days 01:12:00,DL,2.0,2020-03-01 02:00:00+00:00,ATL,1.0,N973DL,5.0,13.0,2213.0,2307.0,2020.0,91970.0,2020-03-01 01:14:00+00:00,2020-03-01 03:57:00+00:00
1002,2326.0,6.0,29.0,LAS,2020-03-01 06:25:00+00:00,1747.0,2020-02-29,0 days 04:25:00,DL,2.0,2020-03-01 02:00:00+00:00,ATL,1.0,N341DN,12.0,19.0,2219.0,2313.0,2020.0,91157.0,2020-03-01 01:15:00+00:00,2020-03-01 04:08:00+00:00
1003,2245.0,6.0,29.0,JAN,2020-03-01 03:23:00+00:00,341.0,2020-02-29,0 days 01:22:00,DL,2.0,2020-03-01 02:01:00+00:00,ATL,1.0,N604LR,5.0,23.0,2224.0,2218.0,2020.0,8431.0,2020-03-01 01:15:00+00:00,2020-03-01 04:08:00+00:00
1004,2303.0,6.0,29.0,AVL,2020-03-01 03:03:00+00:00,164.0,2020-02-29,0 days 01:02:00,DL,2.0,2020-03-01 02:01:00+00:00,ATL,1.0,N8974C,6.0,23.0,2224.0,2257.0,2020.0,19366.0,2020-03-01 01:16:00+00:00,2020-03-01 03:25:00+00:00
1005,2152.0,6.0,29.0,LSE,2020-03-01 02:40:00+00:00,119.0,2020-02-29,0 days 00:39:00,DL,2.0,2020-03-01 02:01:00+00:00,MSP,1.0,N433SW,3.0,15.0,2116.0,2137.0,2020.0,38213.0,2020-03-01 01:16:00+00:00,2020-03-01 03:25:00+00:00
1006,2352.0,6.0,29.0,GRR,2020-03-01 05:04:00+00:00,640.0,2020-02-29,0 days 03:03:00,DL,2.0,2020-03-01 02:01:00+00:00,ATL,1.0,N915DU,3.0,27.0,2228.0,1.0,2020.0,92172.0,2020-03-01 01:16:00+00:00,2020-03-01 05:07:00+00:00
1007,2142.0,6.0,29.0,GEG,2020-03-01 04:22:00+00:00,945.0,2020-02-29,0 days 02:21:00,DL,2.0,2020-03-01 02:01:00+00:00,LAX,1.0,N614CZ,5.0,13.0,1914.0,2117.0,2020.0,126543.0,2020-03-01 01:16:00+00:00,2020-03-01 05:07:00+00:00
1008,2328.0,6.0,29.0,ROA,2020-03-01 03:26:00+00:00,357.0,2020-02-29,0 days 01:24:00,DL,2.0,2020-03-01 02:02:00+00:00,ATL,1.0,N362NB,5.0,13.0,2215.0,2321.0,2020.0,91245.0,2020-03-01 01:17:00+00:00,2020-03-01 03:49:00+00:00
1009,2309.0,6.0,29.0,TLH,2020-03-01 03:04:00+00:00,223.0,2020-02-29,0 days 01:02:00,DL,2.0,2020-03-01 02:02:00+00:00,ATL,1.0,N691CA,3.0,19.0,2221.0,2301.0,2020.0,1949.0,2020-03-01 01:17:00+00:00,2020-03-01 03:49:00+00:00
1010,2325.0,6.0,29.0,DFW,2020-03-01 04:25:00+00:00,731.0,2020-02-29,0 days 02:23:00,DL,2.0,2020-03-01 02:02:00+00:00,ATL,1.0,N304DN,8.0,23.0,2225.0,2317.0,2020.0,91435.0,2020-03-01 01:17:00+00:00,2020-03-01 04:47:00+00:00
1011,2211.0,6.0,29.0,BOI,2020-03-01 04:02:00+00:00,674.0,2020-02-29,0 days 01:59:00,DL,2.0,2020-03-01 02:03:00+00:00,LAX,1.0,N260SY,4.0,19.0,1922.0,2158.0,2020.0,38048.0,2020-03-01 01:17:00+00:00,2020-03-01 04:47:00+00:00
1012,2156.0,6.0,29.0,BHM,2020-03-01 02:55:00+00:00,134.0,2020-02-29,0 days 00:52:00,DL,2.0,2020-03-01 02:03:00+00:00,ATL,1.0,N966DL,3.0,20.0,2223.0,2152.0,2020.0,90254.0,2020-03-01 01:18:00+00:00,2020-03-01 04:51:00+00:00
1013,2304.0,6.0,29.0,ORD,2020-03-01 04:06:00+00:00,606.0,2020-02-29,0 days 02:02:00,DL,2.0,2020-03-01 02:04:00+00:00,ATL,1.0,N383DZ,7.0,22.0,2226.0,2259.0,2020.0,91711.0,2020-03-01 01:18:00+00:00,2020-03-01 04:51:00+00:00
1014,2345.0,6.0,29.0,IAD,2020-03-01 03:45:00+00:00,534.0,2020-02-29,0 days 01:40:00,DL,2.0,2020-03-01 02:05:00+00:00,ATL,1.0,N918DH,4.0,14.0,2219.0,2341.0,2020.0,90736.0,2020-03-01 01:20:00+00:00,2020-03-01 04:03:00+00:00
1015,2208.0,6.0,29.0,BNA,2020-03-01 03:18:00+00:00,214.0,2020-02-29,0 days 01:12:00,DL,2.0,2020-03-01 02:06:00+00:00,ATL,1.0,N875DN,7.0,24.0,2230.0,2211.0,2020.0,91883.0,2020-03-01 01:20:00+00:00,2020-03-01 04:03:00+00:00
1016,2234.0,6.0,29.0,MEM,2020-03-01 03:24:00+00:00,332.0,2020-02-29,0 days 01:17:00,DL,2.0,2020-03-01 02:07:00+00:00,ATL,1.0,N931DN,5.0,20.0,2227.0,2219.0,2020.0,90503.0,2020-03-01 01:22:00+00:00,2020-03-01 03:54:00+00:00
1017,2321.0,6.0,29.0,GNV,2020-03-01 03:09:00+00:00,300.0,2020-02-29,0 days 01:01:00,DL,2.0,2020-03-01 02:08:00+00:00,ATL,1.0,N939AT,4.0,12.0,2220.0,2305.0,2020.0,91938.0,2020-03-01 01:22:00+00:00,2020-03-01 03:54:00+00:00
1018,2320.0,6.0,29.0,IAH,2020-03-01 04:15:00+00:00,689.0,2020-02-29,0 days 02:07:00,DL,2.0,2020-03-01 02:08:00+00:00,ATL,1.0,N354NW,8.0,21.0,2229.0,2307.0,2020.0,90528.0,2020-03-01 01:23:00+00:00,2020-03-01 04:21:00+00:00
1019,2339.0,6.0,29.0,SRQ,2020-03-01 03:36:00+00:00,444.0,2020-02-29,0 days 01:26:00,DL,2.0,2020-03-01 02:10:00+00:00,ATL,1.0,N839DN,5.0,17.0,2227.0,2331.0,2020.0,91961.0,2020-03-01 01:23:00+00:00,2020-03-01 04:21:00+00:00
1020,2213.0,6.0,29.0,MGM,2020-03-01 03:04:00+00:00,147.0,2020-02-29,0 days 00:54:00,DL,2.0,2020-03-01 02:10:00+00:00,ATL,1.0,N427SW,6.0,20.0,2230.0,2158.0,2020.0,38079.0,2020-03-01 01:25:00+00:00,2020-03-01 04:03:00+00:00
1021,2319.0,6.0,29.0,CHS,2020-03-01 03:18:00+00:00,259.0,2020-02-29,0 days 01:08:00,DL,2.0,2020-03-01 02:10:00+00:00,ATL,1.0,N976DL,9.0,16.0,2226.0,2309.0,2020.0,91779.0,2020-03-01 01:25:00+00:00,2020-03-01 04:03:00+00:00
1022,2314.0,6.0,29.0,SAV,2020-03-01 03:06:00+00:00,214.0,2020-02-29,0 days 00:55:00,DL,2.0,2020-03-01 02:11:00+00:00,ATL,1.0,N971DL,4.0,14.0,2225.0,2302.0,2020.0,91893.0,2020-03-01 01:26:00+00:00,2020-03-01 04:10:00+00:00
1023,2324.0,6.0,29.0,RDU,2020-03-01 03:25:00+00:00,356.0,2020-02-29,0 days 01:14:00,DL,2.0,2020-03-01 02:11:00+00:00,ATL,1.0,N351NW,3.0,11.0,2222.0,2322.0,2020.0,91946.0,2020-03-01 01:26:00+00:00,2020-03-01 04:10:00+00:00
1024,2348.0,6.0,29.0,RSW,2020-03-01 03:37:00+00:00,515.0,2020-02-29,0 days 01:26:00,DL,2.0,2020-03-01 02:11:00+00:00,ATL,1.0,N699DL,5.0,12.0,2223.0,2332.0,2020.0,91662.0,2020-03-01 01:26:00+00:00,2020-03-01 04:38:00+00:00
1025,2351.0,6.0,29.0,PIT,2020-03-01 03:53:00+00:00,526.0,2020-02-29,0 days 01:41:00,DL,2.0,2020-03-01 02:12:00+00:00,ATL,1.0,N880DN,3.0,21.0,2233.0,2350.0,2020.0,90606.0,2020-03-01 01:26:00+00:00,2020-03-01 04:38:00+00:00
1026,2315.0,6.0,29.0,CLT,2020-03-01 03:16:00+00:00,226.0,2020-02-29,0 days 01:04:00,DL,2.0,2020-03-01 02:12:00+00:00,ATL,1.0,N992AT,4.0,19.0,2231.0,2312.0,2020.0,91870.0,2020-03-01 01:27:00+00:00,2020-03-01 04:11:00+00:00
1027,2333.0,6.0,29.0,TRI,2020-03-01 03:26:00+00:00,227.0,2020-02-29,0 days 01:13:00,DL,2.0,2020-03-01 02:13:00+00:00,ATL,1.0,N919XJ,5.0,25.0,2238.0,2321.0,2020.0,7137.0,2020-03-01 01:27:00+00:00,2020-03-01 04:11:00+00:00
1028,2135.0,6.0,29.0,LGB,2020-03-01 04:13:00+00:00,588.0,2020-02-29,0 days 02:00:00,DL,2.0,2020-03-01 02:13:00+00:00,SLC,1.0,N259SY,7.0,15.0,2028.0,2106.0,2020.0,37673.0,2020-03-01 01:28:00+00:00,2020-03-01 03:55:00+00:00
1029,2216.0,6.0,29.0,HSV,2020-03-01 03:10:00+00:00,151.0,2020-02-29,0 days 00:56:00,DL,2.0,2020-03-01 02:14:00+00:00,ATL,1.0,N994AT,4.0,19.0,2233.0,2206.0,2020.0,90610.0,2020-03-01 01:28:00+00:00,2020-03-01 03:55:00+00:00
1030,2228.0,6.0,29.0,PNS,2020-03-01 03:13:00+00:00,271.0,2020-02-29,0 days 00:59:00,DL,2.0,2020-03-01 02:14:00+00:00,ATL,1.0,N999DN,4.0,15.0,2229.0,2209.0,2020.0,91851.0,2020-03-01 01:29:00+00:00,2020-03-01 03:52:00+00:00
1031,2310.0,6.0,29.0,CAE,2020-03-01 03:07:00+00:00,192.0,2020-02-29,0 days 00:53:00,DL,2.0,2020-03-01 02:14:00+00:00,ATL,1.0,N717JL,4.0,13.0,2227.0,2303.0,2020.0,91047.0,2020-03-01 01:29:00+00:00,2020-03-01 03:52:00+00:00
1032,2334.0,6.0,29.0,CMH,2020-03-01 03:57:00+00:00,447.0,2020-02-29,0 days 01:43:00,DL,2.0,2020-03-01 02:14:00+00:00,ATL,1.0,N859DN,9.0,23.0,2237.0,2348.0,2020.0,91205.0,2020-03-01 01:29:00+00:00,2020-03-01 04:54:00+00:00
1033,2122.0,6.0,29.0,PSP,2020-03-01 04:09:00+00:00,541.0,2020-02-29,0 days 01:54:00,DL,2.0,2020-03-01 02:15:00+00:00,SLC,1.0,N281SY,4.0,20.0,2035.0,2105.0,2020.0,37691.0,2020-03-01 01:29:00+00:00,2020-03-01 04:54:00+00:00
1034,2254.0,6.0,29.0,MSY,2020-03-01 03:40:00+00:00,425.0,2020-02-29,0 days 01:25:00,DL,2.0,2020-03-01 02:15:00+00:00,ATL,1.0,N688DL,4.0,17.0,2232.0,2236.0,2020.0,90244.0,2020-03-01 01:30:00+00:00,2020-03-01 07:11:00+00:00
1035,2033.0,6.0,29.0,ANC,2020-03-01 06:26:00+00:00,1448.0,2020-02-29,0 days 04:11:00,DL,2.0,2020-03-01 02:15:00+00:00,SEA,1.0,N849DN,5.0,30.0,1945.0,2221.0,2020.0,91388.0,2020-03-01 01:30:00+00:00,2020-03-01 07:11:00+00:00
1036,2333.0,6.0,29.0,MCI,2020-03-01 04:17:00+00:00,692.0,2020-02-29,0 days 02:01:00,DL,2.0,2020-03-01 02:16:00+00:00,ATL,1.0,N912DU,3.0,19.0,2235.0,2314.0,2020.0,91189.0,2020-03-01 01:31:00+00:00,2020-03-01 04:10:00+00:00
1037,2236.0,6.0,29.0,VPS,2020-03-01 03:25:00+00:00,250.0,2020-02-29,0 days 01:08:00,DL,2.0,2020-03-01 02:17:00+00:00,ATL,1.0,N310DE,6.0,15.0,2232.0,2219.0,2020.0,90381.0,2020-03-01 01:31:00+00:00,2020-03-01 04:10:00+00:00
1038,2345.0,6.0,29.0,DCA,2020-03-01 03:58:00+00:00,547.0,2020-02-29,0 days 01:41:00,DL,2.0,2020-03-01 02:17:00+00:00,ATL,1.0,N364NW,3.0,16.0,2233.0,2355.0,2020.0,91890.0,2020-03-01 01:32:00+00:00,2020-03-01 04:14:00+00:00
1039,2334.0,6.0,29.0,LEX,2020-03-01 03:29:00+00:00,304.0,2020-02-29,0 days 01:12:00,DL,2.0,2020-03-01 02:17:00+00:00,ATL,1.0,N345NB,5.0,17.0,2234.0,2324.0,2020.0,90555.0,2020-03-01 01:32:00+00:00,2020-03-01 04:14:00+00:00
1040,2216.0,6.0,29.0,OMA,2020-03-01 03:31:00+00:00,282.0,2020-02-29,0 days 01:14:00,DL,2.0,2020-03-01 02:17:00+00:00,MSP,1.0,N297SY,5.0,22.0,2139.0,2226.0,2020.0,37712.0,2020-03-01 01:32:00+00:00,2020-03-01 04:25:00+00:00
1041,2341.0,6.0,29.0,DAB,2020-03-01 03:40:00+00:00,366.0,2020-02-29,0 days 01:21:00,DL,2.0,2020-03-01 02:19:00+00:00,ATL,1.0,N925DN,11.0,20.0,2239.0,2329.0,2020.0,91871.0,2020-03-01 01:32:00+00:00,2020-03-01 04:25:00+00:00
1042,2347.0,6.0,29.0,SDF,2020-03-01 03:46:00+00:00,321.0,2020-02-29,0 days 01:25:00,DL,2.0,2020-03-01 02:21:00+00:00,ATL,1.0,N983AT,7.0,19.0,2240.0,2339.0,2020.0,91810.0,2020-03-01 01:36:00+00:00,2020-03-01 04:50:00+00:00
1043,2302.0,6.0,29.0,STL,2020-03-01 04:05:00+00:00,484.0,2020-02-29,0 days 01:44:00,DL,2.0,2020-03-01 02:21:00+00:00,ATL,1.0,N333NW,8.0,20.0,2241.0,2257.0,2020.0,90954.0,2020-03-01 01:36:00+00:00,2020-03-01 04:50:00+00:00
1044,2129.0,6.0,29.0,JAC,2020-03-01 03:19:00+00:00,205.0,2020-02-29,0 days 00:58:00,DL,2.0,2020-03-01 02:21:00+00:00,SLC,1.0,N357NB,3.0,16.0,2037.0,2116.0,2020.0,90527.0,2020-03-01 01:36:00+00:00,2020-03-01 04:35:00+00:00
1045,2258.0,6.0,29.0,LIT,2020-03-01 03:50:00+00:00,453.0,2020-02-29,0 days 01:29:00,DL,2.0,2020-03-01 02:21:00+00:00,ATL,1.0,N908DE,5.0,17.0,2238.0,2245.0,2020.0,91504.0,2020-03-01 01:36:00+00:00,2020-03-01 04:35:00+00:00
1046,2124.0,6.0,29.0,FAT,2020-03-01 03:56:00+00:00,501.0,2020-02-29,0 days 01:35:00,DL,2.0,2020-03-01 02:21:00+00:00,SLC,1.0,N292SY,4.0,13.0,2034.0,2052.0,2020.0,38095.0,2020-03-01 01:36:00+00:00,2020-03-01 04:06:00+00:00
1047,2322.0,6.0,29.0,JAX,2020-03-01 03:21:00+00:00,270.0,2020-02-29,0 days 00:59:00,DL,2.0,2020-03-01 02:22:00+00:00,ATL,1.0,N697DL,3.0,16.0,2238.0,2318.0,2020.0,91510.0,2020-03-01 01:36:00+00:00,2020-03-01 04:06:00+00:00
1048,2137.0,6.0,29.0,EUG,2020-03-01 04:17:00+00:00,618.0,2020-02-29,0 days 01:55:00,DL,2.0,2020-03-01 02:22:00+00:00,SLC,1.0,N240SY,4.0,14.0,2036.0,2113.0,2020.0,37718.0,2020-03-01 01:37:00+00:00,2020-03-01 04:57:00+00:00
1049,2119.0,6.0,29.0,ONT,2020-03-01 04:12:00+00:00,558.0,2020-02-29,0 days 01:49:00,DL,2.0,2020-03-01 02:23:00+00:00,SLC,1.0,N3734B,4.0,18.0,2041.0,2108.0,2020.0,91251.0,2020-03-01 01:37:00+00:00,2020-03-01 04:57:00+00:00
1050,2343.0,6.0,29.0,IND,2020-03-01 03:57:00+00:00,432.0,2020-02-29,0 days 01:33:00,DL,2.0,2020-03-01 02:24:00+00:00,ATL,1.0,N872DN,6.0,21.0,2245.0,2351.0,2020.0,90588.0,2020-03-01 01:39:00+00:00,2020-03-01 04:39:00+00:00
1051,2359.0,6.0,29.0,RIC,2020-03-01 03:54:00+00:00,481.0,2020-02-29,0 days 01:30:00,DL,2.0,2020-03-01 02:24:00+00:00,ATL,1.0,N925DZ,4.0,13.0,2237.0,2350.0,2020.0,91715.0,2020-03-01 01:39:00+00:00,2020-03-01 04:39:00+00:00
1052,2046.0,6.0,29.0,SMF,2020-03-01 03:43:00+00:00,373.0,2020-02-29,0 days 01:19:00,DL,2.0,2020-03-01 02:24:00+00:00,LAX,1.0,N3767,4.0,9.0,1933.0,2039.0,2020.0,91148.0,2020-03-01 01:39:00+00:00,2020-03-01 05:57:00+00:00
1053,2347.0,6.0,29.0,BWI,2020-03-01 05:12:00+00:00,577.0,2020-02-29,0 days 02:48:00,DL,2.0,2020-03-01 02:24:00+00:00,ATL,1.0,N890DN,6.0,16.0,2240.0,6.0,2020.0,91941.0,2020-03-01 01:39:00+00:00,2020-03-01 05:57:00+00:00
1054,2314.0,6.0,29.0,TYS,2020-03-01 03:21:00+00:00,152.0,2020-02-29,0 days 00:55:00,DL,2.0,2020-03-01 02:26:00+00:00,ATL,1.0,N967AT,4.0,19.0,2245.0,2317.0,2020.0,91624.0,2020-03-01 01:41:00+00:00,2020-03-01 04:35:00+00:00
1055,2351.0,6.0,29.0,TPA,2020-03-01 03:50:00+00:00,406.0,2020-02-29,0 days 01:22:00,DL,2.0,2020-03-01 02:28:00+00:00,ATL,1.0,N819DX,3.0,19.0,2247.0,2347.0,2020.0,92139.0,2020-03-01 01:41:00+00:00,2020-03-01 04:35:00+00:00
1056,2113.0,6.0,29.0,RNO,2020-03-01 03:58:00+00:00,422.0,2020-02-29,0 days 01:30:00,DL,2.0,2020-03-01 02:28:00+00:00,SLC,1.0,N3766,3.0,14.0,2042.0,2055.0,2020.0,90541.0,2020-03-01 01:43:00+00:00,2020-03-01 05:05:00+00:00
1057,2144.0,6.0,29.0,BUR,2020-03-01 04:20:00+00:00,574.0,2020-02-29,0 days 01:52:00,DL,2.0,2020-03-01 02:28:00+00:00,SLC,1.0,N242SY,2.0,11.0,2039.0,2118.0,2020.0,37767.0,2020-03-01 01:43:00+00:00,2020-03-01 05:05:00+00:00
1058,2144.0,6.0,29.0,SUN,2020-03-01 03:23:00+00:00,222.0,2020-02-29,0 days 00:48:00,DL,2.0,2020-03-01 02:35:00+00:00,SLC,1.0,N250SY,2.0,9.0,2044.0,2121.0,2020.0,37865.0,2020-03-01 01:50:00+00:00,2020-03-01 04:52:00+00:00
1059,2126.0,6.0,29.0,GEG,2020-03-01 04:07:00+00:00,546.0,2020-02-29,0 days 01:32:00,DL,2.0,2020-03-01 02:35:00+00:00,SLC,1.0,N376DA,3.0,13.0,2048.0,2104.0,2020.0,92002.0,2020-03-01 01:50:00+00:00,2020-03-01 04:52:00+00:00
1060,2139.0,6.0,29.0,PSC,2020-03-01 04:12:00+00:00,521.0,2020-02-29,0 days 01:36:00,DL,2.0,2020-03-01 02:36:00+00:00,SLC,1.0,N300SY,5.0,14.0,2050.0,2107.0,2020.0,37954.0,2020-03-01 01:51:00+00:00,2020-03-01 04:20:00+00:00
1061,2157.0,6.0,29.0,CDC,2020-03-01 03:35:00+00:00,221.0,2020-02-29,0 days 00:58:00,DL,2.0,2020-03-01 02:37:00+00:00,SLC,1.0,N935SW,3.0,17.0,2054.0,2132.0,2020.0,38153.0,2020-03-01 01:51:00+00:00,2020-03-01 04:20:00+00:00
1062,2356.0,6.0,29.0,ORF,2020-03-01 05:11:00+00:00,516.0,2020-02-29,0 days 02:34:00,DL,2.0,2020-03-01 02:37:00+00:00,ATL,1.0,N882DN,5.0,19.0,2256.0,6.0,2020.0,91507.0,2020-03-01 01:52:00+00:00,2020-03-01 04:33:00+00:00
1063,2211.0,6.0,29.0,HLN,2020-03-01 03:48:00+00:00,402.0,2020-02-29,0 days 01:10:00,DL,2.0,2020-03-01 02:38:00+00:00,SLC,1.0,N247SY,2.0,12.0,2050.0,2146.0,2020.0,37703.0,2020-03-01 01:52:00+00:00,2020-03-01 04:33:00+00:00
1064,2100.0,6.0,29.0,EKO,2020-03-01 03:30:00+00:00,200.0,2020-02-29,0 days 00:52:00,DL,2.0,2020-03-01 02:38:00+00:00,SLC,1.0,N446SW,3.0,13.0,2051.0,2027.0,2020.0,38143.0,2020-03-01 01:53:00+00:00,2020-03-01 04:54:00+00:00
1065,2220.0,6.0,29.0,GTF,2020-03-01 04:09:00+00:00,463.0,2020-02-29,0 days 01:29:00,DL,2.0,2020-03-01 02:40:00+00:00,SLC,1.0,N8942A,4.0,15.0,2055.0,2205.0,2020.0,38162.0,2020-03-01 01:53:00+00:00,2020-03-01 04:54:00+00:00
1066,2213.0,6.0,29.0,BIL,2020-03-01 03:54:00+00:00,387.0,2020-02-29,0 days 01:13:00,DL,2.0,2020-03-01 02:41:00+00:00,SLC,1.0,N3735D,3.0,17.0,2058.0,2151.0,2020.0,92140.0,2020-03-01 01:56:00+00:00,2020-03-01 04:33:00+00:00
1067,2158.0,6.0,29.0,IDA,2020-03-01 03:48:00+00:00,188.0,2020-02-29,0 days 01:06:00,DL,2.0,2020-03-01 02:42:00+00:00,SLC,1.0,N284SY,3.0,26.0,2108.0,2145.0,2020.0,37825.0,2020-03-01 01:56:00+00:00,2020-03-01 04:33:00+00:00
1068,2131.0,6.0,29.0,RDM,2020-03-01 04:31:00+00:00,525.0,2020-02-29,0 days 01:49:00,DL,2.0,2020-03-01 02:42:00+00:00,SLC,1.0,N261SY,2.0,27.0,2109.0,2129.0,2020.0,37666.0,2020-03-01 01:57:00+00:00,2020-03-01 05:14:00+00:00
1069,2157.0,6.0,29.0,PDX,2020-03-01 04:29:00+00:00,630.0,2020-02-29,0 days 01:46:00,DL,2.0,2020-03-01 02:43:00+00:00,SLC,1.0,N811DZ,2.0,14.0,2057.0,2127.0,2020.0,90669.0,2020-03-01 01:57:00+00:00,2020-03-01 05:14:00+00:00
