,fltID,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Marketing_Airline_Network,Tail_Number,Origin,Dest,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,Distance,FltTime,OrgUTC,DestUTC
0,22057,2020,1,2,1,6,2020-02-01,DL,N430SW,APN,PLN,8.0,512,531,6.0,603,69.0,0 days 00:33:00,2020-02-01 09:04:00+00:00,2020-02-01 09:37:00+00:00
1,17067,2020,1,2,1,6,2020-02-01,DL,N166PQ,BDL,RDU,20.0,616,752,6.0,800,532.0,0 days 02:02:00,2020-02-01 09:56:00+00:00,2020-02-01 11:58:00+00:00
2,1487,2020,1,2,1,6,2020-02-01,DL,N678CA,TPA,RDU,9.0,737,852,5.0,924,587.0,0 days 01:29:00,2020-02-01 11:28:00+00:00,2020-02-01 12:57:00+00:00
3,48574,2020,1,2,1,6,2020-02-01,DL,N888DU,RDU,LAS,13.0,812,927,6.0,1031,2026.0,0 days 04:34:00,2020-02-01 11:59:00+00:00,2020-02-01 16:33:00+00:00
4,18602,2020,1,2,1,6,2020-02-01,DL,N166PQ,RDU,TPA,13.0,853,1042,5.0,1044,587.0,0 days 02:07:00,2020-02-01 12:40:00+00:00,2020-02-01 14:47:00+00:00
5,12109,2020,1,2,1,6,2020-02-01,DL,N349PQ,RDU,ORD,11.0,906,949,10.0,1028,646.0,0 days 02:04:00,2020-02-01 12:55:00+00:00,2020-02-01 14:59:00+00:00
6,123443,2020,1,2,1,6,2020-02-01,DL,N617CZ,SAN,LAS,17.0,917,1005,8.0,1025,258.0,0 days 01:13:00,2020-02-01 16:00:00+00:00,2020-02-01 17:13:00+00:00
7,123433,2020,1,2,1,6,2020-02-01,DL,N612CZ,SJC,LAS,10.0,913,1016,15.0,1044,386.0,0 days 01:28:00,2020-02-01 16:03:00+00:00,2020-02-01 17:31:00+00:00
8,12084,2020,1,2,1,6,2020-02-01,DL,N349PQ,ORD,RDU,18.0,1123,1352,7.0,1410,646.0,0 days 01:54:00,2020-02-01 16:05:00+00:00,2020-02-01 17:59:00+00:00
9,21815,2020,1,2,1,6,2020-02-01,DL,N271SY,LAS,LGB,14.0,940,1022,3.0,1040,231.0,0 days 00:59:00,2020-02-01 16:26:00+00:00,2020-02-01 17:25:00+00:00
10,4045,2020,1,2,1,6,2020-02-01,DL,N166PQ,TPA,RDU,16.0,1245,1401,5.0,1419,587.0,0 days 01:37:00,2020-02-01 16:29:00+00:00,2020-02-01 18:06:00+00:00
11,123412,2020,1,2,1,6,2020-02-01,DL,N617CZ,LAS,SAN,16.0,1135,1219,8.0,1241,258.0,0 days 01:08:00,2020-02-01 18:19:00+00:00,2020-02-01 19:27:00+00:00
12,48573,2020,1,2,1,6,2020-02-01,DL,N888DU,LAS,RDU,15.0,1139,1844,7.0,1900,2026.0,0 days 04:27:00,2020-02-01 18:24:00+00:00,2020-02-01 22:51:00+00:00
13,123402,2020,1,2,1,6,2020-02-01,DL,N612CZ,LAS,SJC,16.0,1140,1243,3.0,1311,386.0,0 days 01:22:00,2020-02-01 18:24:00+00:00,2020-02-01 19:46:00+00:00
14,21816,2020,1,2,1,6,2020-02-01,DL,N271SY,LGB,LAS,11.0,1141,1228,7.0,1239,231.0,0 days 01:05:00,2020-02-01 18:30:00+00:00,2020-02-01 19:35:00+00:00
15,14940,2020,1,2,1,6,2020-02-01,DL,N166PQ,RDU,TPA,16.0,1545,1733,2.0,1726,587.0,0 days 02:06:00,2020-02-01 19:29:00+00:00,2020-02-01 21:35:00+00:00
16,21822,2020,1,2,1,6,2020-02-01,DL,N271SY,LAS,LGB,14.0,1327,1408,4.0,1432,231.0,0 days 00:59:00,2020-02-01 20:13:00+00:00,2020-02-01 21:12:00+00:00
17,123413,2020,1,2,1,6,2020-02-01,DL,N616CZ,SJC,LAS,11.0,1502,1603,7.0,1628,386.0,0 days 01:19:00,2020-02-01 21:51:00+00:00,2020-02-01 23:10:00+00:00
18,21823,2020,1,2,1,6,2020-02-01,DL,N271SY,LGB,LAS,11.0,1525,1607,7.0,1623,231.0,0 days 01:00:00,2020-02-01 22:14:00+00:00,2020-02-01 23:14:00+00:00
19,123410,2020,1,2,1,6,2020-02-01,DL,N617CZ,SAN,LAS,16.0,1706,1756,7.0,1633,258.0,0 days 01:13:00,2020-02-01 23:50:00+00:00,2020-02-02 01:03:00+00:00
20,123435,2020,1,2,1,6,2020-02-01,DL,N616CZ,LAS,SJC,15.0,1716,1818,6.0,1849,386.0,0 days 01:23:00,2020-02-02 00:01:00+00:00,2020-02-02 01:24:00+00:00
21,123425,2020,1,2,1,6,2020-02-01,DL,N617CZ,LAS,SAN,14.0,1838,1922,4.0,1825,258.0,0 days 01:02:00,2020-02-02 01:24:00+00:00,2020-02-02 02:26:00+00:00
22,1488,2020,1,2,2,7,2020-02-02,DL,N166PQ,TPA,RDU,13.0,748,921,5.0,926,587.0,0 days 01:51:00,2020-02-02 11:35:00+00:00,2020-02-02 13:26:00+00:00
23,20230,2020,1,2,2,7,2020-02-02,DL,N8836A,PHL,RDU,20.0,810,901,11.0,946,337.0,0 days 01:22:00,2020-02-02 11:50:00+00:00,2020-02-02 13:12:00+00:00
24,5690,2020,1,2,2,7,2020-02-02,DL,N917XJ,JAX,RDU,13.0,851,959,2.0,1009,407.0,0 days 01:23:00,2020-02-02 12:38:00+00:00,2020-02-02 14:01:00+00:00
25,18603,2020,1,2,2,7,2020-02-02,DL,N678CA,RDU,TPA,25.0,920,1042,4.0,1102,587.0,0 days 01:51:00,2020-02-02 12:55:00+00:00,2020-02-02 14:46:00+00:00
26,123514,2020,1,2,2,7,2020-02-02,DL,N617CZ,SAN,LAS,15.0,911,956,10.0,1027,258.0,0 days 01:10:00,2020-02-02 15:56:00+00:00,2020-02-02 17:06:00+00:00
27,123504,2020,1,2,2,7,2020-02-02,DL,N627CZ,SJC,LAS,13.0,910,1009,17.0,1047,386.0,0 days 01:29:00,2020-02-02 15:57:00+00:00,2020-02-02 17:26:00+00:00
28,4046,2020,1,2,2,7,2020-02-02,DL,N678CA,TPA,RDU,18.0,1241,1413,6.0,1422,587.0,0 days 01:56:00,2020-02-02 16:23:00+00:00,2020-02-02 18:19:00+00:00
29,22410,2020,1,2,2,7,2020-02-02,DL,N271SY,LAS,LGB,19.0,1014,1058,3.0,1040,231.0,0 days 01:06:00,2020-02-02 16:55:00+00:00,2020-02-02 18:01:00+00:00
30,123541,2020,1,2,2,7,2020-02-02,DL,N379CA,RDU,ORD,48.0,1410,1503,9.0,1450,646.0,0 days 02:50:00,2020-02-02 17:22:00+00:00,2020-02-02 20:12:00+00:00
31,18564,2020,1,2,2,7,2020-02-02,DL,N306PQ,RDU,JAX,13.0,1439,1537,4.0,1606,407.0,0 days 01:15:00,2020-02-02 18:26:00+00:00,2020-02-02 19:41:00+00:00
32,123487,2020,1,2,2,7,2020-02-02,DL,N627CZ,LAS,SAN,18.0,1144,1232,3.0,1243,258.0,0 days 01:09:00,2020-02-02 18:26:00+00:00,2020-02-02 19:35:00+00:00
33,123473,2020,1,2,2,7,2020-02-02,DL,N617CZ,LAS,SJC,21.0,1147,1254,4.0,1315,386.0,0 days 01:32:00,2020-02-02 18:26:00+00:00,2020-02-02 19:58:00+00:00
34,22411,2020,1,2,2,7,2020-02-02,DL,N271SY,LGB,LAS,19.0,1147,1226,13.0,1240,231.0,0 days 01:11:00,2020-02-02 18:28:00+00:00,2020-02-02 19:39:00+00:00
35,901,2020,1,2,2,7,2020-02-02,DL,N316PQ,RDU,PHL,13.0,1503,1613,8.0,1323,337.0,0 days 01:31:00,2020-02-02 18:50:00+00:00,2020-02-02 20:21:00+00:00
36,14941,2020,1,2,2,7,2020-02-02,DL,N678CA,RDU,TPA,15.0,1545,1708,2.0,1728,587.0,0 days 01:40:00,2020-02-02 19:30:00+00:00,2020-02-02 21:10:00+00:00
37,22416,2020,1,2,2,7,2020-02-02,DL,N271SY,LAS,LGB,13.0,1324,1410,3.0,1433,231.0,0 days 01:02:00,2020-02-02 20:11:00+00:00,2020-02-02 21:13:00+00:00
38,123544,2020,1,2,2,7,2020-02-02,DL,N379CA,ORD,RDU,22.0,1607,1825,11.0,1839,646.0,0 days 01:51:00,2020-02-02 20:45:00+00:00,2020-02-02 22:36:00+00:00
39,4056,2020,1,2,2,7,2020-02-02,DL,N316PQ,PHL,RDU,22.0,1715,1811,4.0,1553,337.0,0 days 01:22:00,2020-02-02 20:53:00+00:00,2020-02-02 22:15:00+00:00
40,123507,2020,1,2,2,7,2020-02-02,DL,N617CZ,SJC,LAS,16.0,1505,1613,7.0,1629,386.0,0 days 01:31:00,2020-02-02 21:49:00+00:00,2020-02-02 23:20:00+00:00
41,11315,2020,1,2,2,7,2020-02-02,DL,N917XJ,RDU,ORD,23.0,1815,1910,6.0,1923,646.0,0 days 02:24:00,2020-02-02 21:52:00+00:00,2020-02-03 00:16:00+00:00
42,22417,2020,1,2,2,7,2020-02-02,DL,N271SY,LGB,LAS,16.0,1521,1608,5.0,1624,231.0,0 days 01:08:00,2020-02-02 22:05:00+00:00,2020-02-02 23:13:00+00:00
43,123482,2020,1,2,2,7,2020-02-02,DL,N627CZ,SAN,LAS,15.0,1522,1615,8.0,1635,258.0,0 days 01:16:00,2020-02-02 22:07:00+00:00,2020-02-02 23:23:00+00:00
44,4783,2020,1,2,2,7,2020-02-02,DL,N832AY,RDU,PHL,54.0,1902,2020,5.0,1832,337.0,0 days 02:17:00,2020-02-02 22:08:00+00:00,2020-02-03 00:25:00+00:00
45,123495,2020,1,2,2,7,2020-02-02,DL,N627CZ,LAS,SAN,42.0,1743,1832,4.0,1826,258.0,0 days 01:35:00,2020-02-03 00:01:00+00:00,2020-02-03 01:36:00+00:00
46,123506,2020,1,2,2,7,2020-02-02,DL,N617CZ,LAS,SJC,17.0,1725,1840,4.0,1851,386.0,0 days 01:36:00,2020-02-03 00:08:00+00:00,2020-02-03 01:44:00+00:00
47,10109,2020,1,2,2,7,2020-02-02,DL,N921XJ,RDU,BDL,13.0,2100,2224,6.0,2240,532.0,0 days 01:43:00,2020-02-03 00:47:00+00:00,2020-02-03 02:30:00+00:00
48,11292,2020,1,2,2,7,2020-02-02,DL,N917XJ,ORD,RDU,20.0,2027,2245,6.0,2306,646.0,0 days 01:44:00,2020-02-03 01:07:00+00:00,2020-02-03 02:51:00+00:00
49,22671,2020,1,2,2,7,2020-02-02,DL,N418SW,PLN,APN,21.0,2226,2255,9.0,2301,69.0,0 days 00:59:00,2020-02-03 02:05:00+00:00,2020-02-03 03:04:00+00:00
50,23698,2020,1,2,3,1,2020-02-03,DL,N418SW,APN,PLN,14.0,514,533,10.0,605,69.0,0 days 00:43:00,2020-02-03 09:00:00+00:00,2020-02-03 09:43:00+00:00
51,11273,2020,1,2,3,1,2020-02-03,DL,N921XJ,BDL,CLE,13.0,554,725,5.0,746,476.0,0 days 01:49:00,2020-02-03 09:41:00+00:00,2020-02-03 11:30:00+00:00
52,8193,2020,1,2,3,1,2020-02-03,DL,N914XJ,CLE,RDU,14.0,601,657,5.0,741,416.0,0 days 01:15:00,2020-02-03 09:47:00+00:00,2020-02-03 11:02:00+00:00
53,19817,2020,1,2,3,1,2020-02-03,DL,N134EV,JAX,RDU,11.0,604,706,4.0,722,407.0,0 days 01:17:00,2020-02-03 09:53:00+00:00,2020-02-03 11:10:00+00:00
54,127164,2020,1,2,3,1,2020-02-03,DL,N867RW,LEX,DCA,9.0,603,659,4.0,738,414.0,0 days 01:09:00,2020-02-03 09:54:00+00:00,2020-02-03 11:03:00+00:00
55,2154,2020,1,2,3,1,2020-02-03,DL,N832AY,PHL,RDU,19.0,614,708,10.0,743,337.0,0 days 01:23:00,2020-02-03 09:55:00+00:00,2020-02-03 11:18:00+00:00
56,4210,2020,1,2,3,1,2020-02-03,DL,N166PQ,RDU,DCA,20.0,615,701,4.0,717,227.0,0 days 01:10:00,2020-02-03 09:55:00+00:00,2020-02-03 11:05:00+00:00
57,1489,2020,1,2,3,1,2020-02-03,DL,N678CA,TPA,RDU,15.0,614,739,2.0,748,587.0,0 days 01:42:00,2020-02-03 09:59:00+00:00,2020-02-03 11:41:00+00:00
58,17068,2020,1,2,3,1,2020-02-03,DL,N538CA,BDL,RDU,12.0,611,735,6.0,802,532.0,0 days 01:42:00,2020-02-03 09:59:00+00:00,2020-02-03 11:41:00+00:00
59,126960,2020,1,2,3,1,2020-02-03,DL,N203JQ,CMH,RDU,8.0,609,702,8.0,735,362.0,0 days 01:09:00,2020-02-03 10:01:00+00:00,2020-02-03 11:10:00+00:00
60,12110,2020,1,2,3,1,2020-02-03,DL,N316PQ,RDU,ORD,16.0,710,801,13.0,831,646.0,0 days 02:20:00,2020-02-03 10:54:00+00:00,2020-02-03 13:14:00+00:00
61,123647,2020,1,2,3,1,2020-02-03,DL,N379CA,RDU,PHL,20.0,721,817,6.0,836,337.0,0 days 01:22:00,2020-02-03 11:01:00+00:00,2020-02-03 12:23:00+00:00
62,17381,2020,1,2,3,1,2020-02-03,DL,N166PQ,DCA,RDU,66.0,855,937,2.0,910,227.0,0 days 01:50:00,2020-02-03 11:49:00+00:00,2020-02-03 13:39:00+00:00
63,3146,2020,1,2,3,1,2020-02-03,DL,N134EV,RDU,PIT,13.0,803,901,8.0,930,328.0,0 days 01:19:00,2020-02-03 11:50:00+00:00,2020-02-03 13:09:00+00:00
64,127132,2020,1,2,3,1,2020-02-03,DL,N867RW,DCA,OMA,13.0,813,954,6.0,1030,1012.0,0 days 03:00:00,2020-02-03 12:00:00+00:00,2020-02-03 15:00:00+00:00
65,13702,2020,1,2,3,1,2020-02-03,DL,N832AY,RDU,BWI,22.0,825,913,5.0,930,255.0,0 days 01:15:00,2020-02-03 12:03:00+00:00,2020-02-03 13:18:00+00:00
66,8229,2020,1,2,3,1,2020-02-03,DL,N914XJ,RDU,BNA,16.0,830,846,6.0,911,442.0,0 days 01:38:00,2020-02-03 12:14:00+00:00,2020-02-03 13:52:00+00:00
67,16040,2020,1,2,3,1,2020-02-03,DL,N8837B,RDU,IND,16.0,901,1027,3.0,1043,489.0,0 days 01:45:00,2020-02-03 12:45:00+00:00,2020-02-03 14:30:00+00:00
68,18396,2020,1,2,3,1,2020-02-03,DL,N933XJ,RDU,AUS,13.0,905,1056,7.0,1124,1162.0,0 days 03:11:00,2020-02-03 12:52:00+00:00,2020-02-03 16:03:00+00:00
69,10132,2020,1,2,3,1,2020-02-03,DL,N341PQ,PIT,RDU,15.0,925,1017,6.0,1054,328.0,0 days 01:13:00,2020-02-03 13:10:00+00:00,2020-02-03 14:23:00+00:00
70,123646,2020,1,2,3,1,2020-02-03,DL,N379CA,PHL,RDU,13.0,923,1014,5.0,1059,337.0,0 days 01:09:00,2020-02-03 13:10:00+00:00,2020-02-03 14:19:00+00:00
71,18604,2020,1,2,3,1,2020-02-03,DL,N137EV,RDU,TPA,21.0,958,1121,3.0,1029,587.0,0 days 01:47:00,2020-02-03 13:37:00+00:00,2020-02-03 15:24:00+00:00
72,17859,2020,1,2,3,1,2020-02-03,DL,N832AY,BWI,RDU,11.0,1002,1047,10.0,1115,255.0,0 days 01:06:00,2020-02-03 13:51:00+00:00,2020-02-03 14:57:00+00:00
73,123612,2020,1,2,3,1,2020-02-03,DL,N627CZ,SAN,LAS,18.0,710,759,12.0,827,258.0,0 days 01:19:00,2020-02-03 13:52:00+00:00,2020-02-03 15:11:00+00:00
74,12085,2020,1,2,3,1,2020-02-03,DL,N316PQ,ORD,RDU,20.0,920,1141,18.0,1210,646.0,0 days 01:59:00,2020-02-03 14:00:00+00:00,2020-02-03 15:59:00+00:00
75,123610,2020,1,2,3,1,2020-02-03,DL,N613CZ,SJC,LAS,14.0,728,828,9.0,848,386.0,0 days 01:23:00,2020-02-03 14:14:00+00:00,2020-02-03 15:37:00+00:00
76,8210,2020,1,2,3,1,2020-02-03,DL,N914XJ,BNA,RDU,13.0,955,1157,4.0,1220,442.0,0 days 01:19:00,2020-02-03 14:42:00+00:00,2020-02-03 16:01:00+00:00
77,15802,2020,1,2,3,1,2020-02-03,DL,N8837B,IND,RDU,15.0,1127,1243,6.0,1256,489.0,0 days 01:37:00,2020-02-03 15:12:00+00:00,2020-02-03 16:49:00+00:00
78,3703,2020,1,2,3,1,2020-02-03,DL,N310PQ,AUS,RDU,12.0,1028,1351,4.0,1408,1162.0,0 days 02:39:00,2020-02-03 15:16:00+00:00,2020-02-03 17:55:00+00:00
79,123640,2020,1,2,3,1,2020-02-03,DL,N379CA,RDU,DCA,25.0,1212,1257,3.0,1257,227.0,0 days 01:13:00,2020-02-03 15:47:00+00:00,2020-02-03 17:00:00+00:00
80,127133,2020,1,2,3,1,2020-02-03,DL,N867RW,OMA,DCA,10.0,1101,1355,3.0,1432,1012.0,0 days 02:07:00,2020-02-03 15:51:00+00:00,2020-02-03 17:58:00+00:00
81,123575,2020,1,2,3,1,2020-02-03,DL,N627CZ,LAS,SAN,16.0,907,954,3.0,1014,258.0,0 days 01:06:00,2020-02-03 15:51:00+00:00,2020-02-03 16:57:00+00:00
82,18631,2020,1,2,3,1,2020-02-03,DL,N137EV,TPA,RDU,21.0,1225,1353,13.0,1251,587.0,0 days 02:02:00,2020-02-03 16:04:00+00:00,2020-02-03 18:06:00+00:00
83,123581,2020,1,2,3,1,2020-02-03,DL,N613CZ,LAS,SJC,19.0,936,1045,3.0,1054,386.0,0 days 01:31:00,2020-02-03 16:17:00+00:00,2020-02-03 17:48:00+00:00
84,4080,2020,1,2,3,1,2020-02-03,DL,N832AY,RDU,PHL,14.0,1237,1338,7.0,1401,337.0,0 days 01:22:00,2020-02-03 16:23:00+00:00,2020-02-03 17:45:00+00:00
85,23230,2020,1,2,3,1,2020-02-03,DL,N278SY,LAS,LGB,18.0,942,1032,4.0,1040,231.0,0 days 01:12:00,2020-02-03 16:24:00+00:00,2020-02-03 17:36:00+00:00
86,21150,2020,1,2,3,1,2020-02-03,DL,N316PQ,RDU,ORD,23.0,1337,1429,16.0,1450,646.0,0 days 02:31:00,2020-02-03 17:14:00+00:00,2020-02-03 19:45:00+00:00
87,19997,2020,1,2,3,1,2020-02-03,DL,N8837B,RDU,BWI,13.0,1343,1428,6.0,1451,255.0,0 days 01:04:00,2020-02-03 17:30:00+00:00,2020-02-03 18:34:00+00:00
88,123637,2020,1,2,3,1,2020-02-03,DL,N379CA,DCA,RDU,39.0,1412,1457,4.0,1503,227.0,0 days 01:28:00,2020-02-03 17:33:00+00:00,2020-02-03 19:01:00+00:00
89,123576,2020,1,2,3,1,2020-02-03,DL,N627CZ,SAN,LAS,12.0,1046,1137,9.0,1213,258.0,0 days 01:12:00,2020-02-03 17:34:00+00:00,2020-02-03 18:46:00+00:00
90,123641,2020,1,2,3,1,2020-02-03,DL,N659CA,RDU,DCA,23.0,1417,1501,10.0,1515,227.0,0 days 01:17:00,2020-02-03 17:54:00+00:00,2020-02-03 19:11:00+00:00
91,4057,2020,1,2,3,1,2020-02-03,DL,N832AY,PHL,RDU,17.0,1440,1537,6.0,1553,337.0,0 days 01:20:00,2020-02-03 18:23:00+00:00,2020-02-03 19:43:00+00:00
92,23231,2020,1,2,3,1,2020-02-03,DL,N278SY,LGB,LAS,24.0,1148,1230,8.0,1240,231.0,0 days 01:14:00,2020-02-03 18:24:00+00:00,2020-02-03 19:38:00+00:00
93,123578,2020,1,2,3,1,2020-02-03,DL,N630CZ,SJC,LAS,12.0,1139,1251,11.0,1305,386.0,0 days 01:35:00,2020-02-03 18:27:00+00:00,2020-02-03 20:02:00+00:00
94,14942,2020,1,2,3,1,2020-02-03,DL,N310PQ,RDU,TPA,18.0,1501,1629,3.0,1656,587.0,0 days 01:49:00,2020-02-03 18:43:00+00:00,2020-02-03 20:32:00+00:00
95,21031,2020,1,2,3,1,2020-02-03,DL,N137EV,RDU,IND,15.0,1506,1631,4.0,1539,489.0,0 days 01:44:00,2020-02-03 18:51:00+00:00,2020-02-03 20:35:00+00:00
96,127030,2020,1,2,3,1,2020-02-03,DL,N867RW,DCA,MSN,21.0,1514,1620,4.0,1636,707.0,0 days 02:31:00,2020-02-03 18:53:00+00:00,2020-02-03 21:24:00+00:00
97,123653,2020,1,2,3,1,2020-02-03,DL,N659CA,DCA,RDU,14.0,1604,1655,7.0,1721,227.0,0 days 01:12:00,2020-02-03 19:50:00+00:00,2020-02-03 21:02:00+00:00
98,14043,2020,1,2,3,1,2020-02-03,DL,N686BR,BWI,RDU,11.0,1618,1707,5.0,1730,255.0,0 days 01:05:00,2020-02-03 20:07:00+00:00,2020-02-03 21:12:00+00:00
99,23240,2020,1,2,3,1,2020-02-03,DL,N278SY,LAS,LGB,26.0,1339,1427,3.0,1433,231.0,0 days 01:17:00,2020-02-03 20:13:00+00:00,2020-02-03 21:30:00+00:00
100,8148,2020,1,2,3,1,2020-02-03,DL,N316PQ,ORD,RDU,16.0,1546,1808,10.0,1839,646.0,0 days 01:48:00,2020-02-03 20:30:00+00:00,2020-02-03 22:18:00+00:00
101,123577,2020,1,2,3,1,2020-02-03,DL,N630CZ,LAS,SJC,22.0,1356,1502,5.0,1514,386.0,0 days 01:33:00,2020-02-03 20:34:00+00:00,2020-02-03 22:07:00+00:00
102,123567,2020,1,2,3,1,2020-02-03,DL,N607CZ,LAS,SAN,22.0,1402,1449,11.0,1435,258.0,0 days 01:20:00,2020-02-03 20:40:00+00:00,2020-02-03 22:00:00+00:00
103,4784,2020,1,2,3,1,2020-02-03,DL,N832AY,RDU,PHL,25.0,1715,1810,10.0,1832,337.0,0 days 01:30:00,2020-02-03 20:50:00+00:00,2020-02-03 22:20:00+00:00
104,9851,2020,1,2,3,1,2020-02-03,DL,N137EV,IND,RDU,10.0,1717,1825,5.0,1750,489.0,0 days 01:23:00,2020-02-03 21:07:00+00:00,2020-02-03 22:30:00+00:00
105,14969,2020,1,2,3,1,2020-02-03,DL,N310PQ,TPA,RDU,12.0,1740,1907,10.0,1923,587.0,0 days 01:49:00,2020-02-03 21:28:00+00:00,2020-02-03 23:17:00+00:00
106,11316,2020,1,2,3,1,2020-02-03,DL,N921XJ,RDU,ORD,48.0,1833,1923,15.0,1923,646.0,0 days 02:53:00,2020-02-03 21:45:00+00:00,2020-02-04 00:38:00+00:00
107,123639,2020,1,2,3,1,2020-02-03,DL,N659CA,RDU,DCA,26.0,1816,1905,5.0,1920,227.0,0 days 01:20:00,2020-02-03 21:50:00+00:00,2020-02-03 23:10:00+00:00
108,127031,2020,1,2,3,1,2020-02-03,DL,N867RW,MSN,DCA,13.0,1709,1932,21.0,2013,707.0,0 days 01:57:00,2020-02-03 21:56:00+00:00,2020-02-03 23:53:00+00:00
109,10083,2020,1,2,3,1,2020-02-03,DL,N8891A,PHL,RDU,25.0,1831,1925,5.0,1948,337.0,0 days 01:24:00,2020-02-03 22:06:00+00:00,2020-02-03 23:30:00+00:00
110,23241,2020,1,2,3,1,2020-02-03,DL,N278SY,LGB,LAS,11.0,1519,1601,9.0,1624,231.0,0 days 01:02:00,2020-02-03 22:08:00+00:00,2020-02-03 23:10:00+00:00
111,8273,2020,1,2,3,1,2020-02-03,DL,N309PQ,RDU,BNA,20.0,1843,1901,9.0,1920,442.0,0 days 01:47:00,2020-02-03 22:23:00+00:00,2020-02-04 00:10:00+00:00
112,123568,2020,1,2,3,1,2020-02-03,DL,N607CZ,SAN,LAS,14.0,1538,1627,12.0,1635,258.0,0 days 01:15:00,2020-02-03 22:24:00+00:00,2020-02-03 23:39:00+00:00
113,123601,2020,1,2,3,1,2020-02-03,DL,N630CZ,SJC,LAS,17.0,1554,1659,24.0,1714,386.0,0 days 01:46:00,2020-02-03 22:37:00+00:00,2020-02-04 00:23:00+00:00
114,123638,2020,1,2,3,1,2020-02-03,DL,N659CA,DCA,RDU,13.0,1953,2032,5.0,2116,227.0,0 days 00:57:00,2020-02-03 23:40:00+00:00,2020-02-04 00:37:00+00:00
115,8810,2020,1,2,3,1,2020-02-03,DL,N137EV,RDU,TPA,21.0,2001,2124,5.0,2159,587.0,0 days 01:49:00,2020-02-03 23:40:00+00:00,2020-02-04 01:29:00+00:00
116,10971,2020,1,2,3,1,2020-02-03,DL,N232PQ,CLE,BDL,11.0,1954,2055,6.0,2128,476.0,0 days 01:18:00,2020-02-03 23:43:00+00:00,2020-02-04 01:01:00+00:00
117,126942,2020,1,2,3,1,2020-02-03,DL,N243JQ,RDU,CMH,16.0,2003,2102,4.0,2125,362.0,0 days 01:19:00,2020-02-03 23:47:00+00:00,2020-02-04 01:06:00+00:00
118,18565,2020,1,2,3,1,2020-02-03,DL,N310PQ,RDU,JAX,17.0,2011,2114,3.0,2133,407.0,0 days 01:23:00,2020-02-03 23:54:00+00:00,2020-02-04 01:17:00+00:00
119,23460,2020,1,2,3,1,2020-02-03,DL,N271SY,LAS,LGB,15.0,1728,1816,3.0,1817,231.0,0 days 01:06:00,2020-02-04 00:13:00+00:00,2020-02-04 01:19:00+00:00
120,9292,2020,1,2,3,1,2020-02-03,DL,N8891A,RDU,PHL,19.0,2034,2128,7.0,2156,337.0,0 days 01:20:00,2020-02-04 00:15:00+00:00,2020-02-04 01:35:00+00:00
121,123593,2020,1,2,3,1,2020-02-03,DL,N607CZ,LAS,SAN,21.0,1740,1826,5.0,1826,258.0,0 days 01:12:00,2020-02-04 00:19:00+00:00,2020-02-04 01:31:00+00:00
122,8177,2020,1,2,3,1,2020-02-03,DL,N303PQ,RDU,CLE,16.0,2035,2146,8.0,2140,416.0,0 days 01:35:00,2020-02-04 00:19:00+00:00,2020-02-04 01:54:00+00:00
123,127155,2020,1,2,3,1,2020-02-03,DL,N357FC,DCA,LEX,17.0,2037,2149,7.0,2214,414.0,0 days 01:36:00,2020-02-04 00:20:00+00:00,2020-02-04 01:56:00+00:00
124,123600,2020,1,2,3,1,2020-02-03,DL,N630CZ,LAS,SJC,17.0,1800,1907,5.0,1920,386.0,0 days 01:29:00,2020-02-04 00:43:00+00:00,2020-02-04 02:12:00+00:00
125,8247,2020,1,2,3,1,2020-02-03,DL,N309PQ,BNA,RDU,13.0,2003,2208,3.0,2227,442.0,0 days 01:21:00,2020-02-04 00:50:00+00:00,2020-02-04 02:11:00+00:00
126,10110,2020,1,2,3,1,2020-02-03,DL,N933XJ,RDU,BDL,16.0,2107,2220,5.0,2240,532.0,0 days 01:34:00,2020-02-04 00:51:00+00:00,2020-02-04 02:25:00+00:00
127,11293,2020,1,2,3,1,2020-02-03,DL,N921XJ,ORD,RDU,24.0,2026,2246,5.0,2306,646.0,0 days 01:49:00,2020-02-04 01:02:00+00:00,2020-02-04 02:51:00+00:00
128,22779,2020,1,2,3,1,2020-02-03,DL,N301SY,LGB,LAS,20.0,1914,1957,8.0,2008,231.0,0 days 01:11:00,2020-02-04 01:54:00+00:00,2020-02-04 03:05:00+00:00
129,11274,2020,1,2,4,2,2020-02-04,DL,N232PQ,BDL,CLE,6.0,545,719,6.0,746,476.0,0 days 01:46:00,2020-02-04 09:39:00+00:00,2020-02-04 11:25:00+00:00
130,19818,2020,1,2,4,2,2020-02-04,DL,N926XJ,JAX,RDU,13.0,607,712,4.0,722,407.0,0 days 01:22:00,2020-02-04 09:54:00+00:00,2020-02-04 11:16:00+00:00
131,127444,2020,1,2,4,2,2020-02-04,DL,N357FC,LEX,DCA,10.0,605,658,6.0,738,414.0,0 days 01:09:00,2020-02-04 09:55:00+00:00,2020-02-04 11:04:00+00:00
132,8194,2020,1,2,4,2,2020-02-04,DL,N349PQ,CLE,RDU,9.0,604,709,5.0,741,416.0,0 days 01:19:00,2020-02-04 09:55:00+00:00,2020-02-04 11:14:00+00:00
