,fltID,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Marketing_Airline_Network,Tail_Number,Origin,Dest,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,Distance,FltTime,OrgUTC,DestUTC
375,17385,2020,1,2,7,5,2020-02-07,DL,N296PQ,DCA,RDU,67.0,902,958,5.0,910,227.0,0 days 02:08:00,2020-02-07 11:55:00+00:00,2020-02-07 14:03:00+00:00
376,128233,2020,1,2,7,5,2020-02-07,DL,N824MD,DCA,OMA,40.0,846,1022,6.0,1030,1012.0,0 days 03:22:00,2020-02-07 12:06:00+00:00,2020-02-07 15:28:00+00:00
377,13706,2020,1,2,7,5,2020-02-07,DL,N8891A,RDU,BWI,83.0,932,1019,4.0,930,255.0,0 days 02:14:00,2020-02-07 12:09:00+00:00,2020-02-07 14:23:00+00:00
378,18608,2020,1,2,7,5,2020-02-07,DL,N195PQ,RDU,TPA,15.0,836,1033,3.0,1029,587.0,0 days 02:15:00,2020-02-07 12:21:00+00:00,2020-02-07 14:36:00+00:00
379,3150,2020,1,2,7,5,2020-02-07,DL,N927XJ,RDU,PIT,14.0,846,939,36.0,930,328.0,0 days 01:43:00,2020-02-07 12:32:00+00:00,2020-02-07 14:15:00+00:00
380,8233,2020,1,2,7,5,2020-02-07,DL,N297PQ,RDU,BNA,16.0,906,928,9.0,911,442.0,0 days 01:47:00,2020-02-07 12:50:00+00:00,2020-02-07 14:37:00+00:00
381,124146,2020,1,2,7,5,2020-02-07,DL,N379CA,PHL,RDU,19.0,933,1106,7.0,1059,337.0,0 days 01:59:00,2020-02-07 13:14:00+00:00,2020-02-07 15:13:00+00:00
382,10136,2020,1,2,7,5,2020-02-07,DL,N914XJ,PIT,RDU,64.0,1019,1115,7.0,1054,328.0,0 days 02:07:00,2020-02-07 13:15:00+00:00,2020-02-07 15:22:00+00:00
383,18400,2020,1,2,7,5,2020-02-07,DL,N300PQ,RDU,AUS,17.0,945,1153,8.0,1124,1162.0,0 days 03:33:00,2020-02-07 13:28:00+00:00,2020-02-07 17:01:00+00:00
384,16044,2020,1,2,7,5,2020-02-07,DL,N924EV,RDU,IND,16.0,1003,1125,4.0,1043,489.0,0 days 01:42:00,2020-02-07 13:47:00+00:00,2020-02-07 15:29:00+00:00
385,124114,2020,1,2,7,5,2020-02-07,DL,N617CZ,SAN,LAS,58.0,750,837,16.0,827,258.0,0 days 02:01:00,2020-02-07 13:52:00+00:00,2020-02-07 15:53:00+00:00
386,12089,2020,1,2,7,5,2020-02-07,DL,N916XJ,ORD,RDU,25.0,925,1155,8.0,1210,646.0,0 days 02:03:00,2020-02-07 14:00:00+00:00,2020-02-07 16:03:00+00:00
387,124112,2020,1,2,7,5,2020-02-07,DL,N630CZ,SJC,LAS,11.0,717,817,12.0,848,386.0,0 days 01:23:00,2020-02-07 14:06:00+00:00,2020-02-07 15:29:00+00:00
388,17863,2020,1,2,7,5,2020-02-07,DL,N8891A,BWI,RDU,12.0,1059,1152,7.0,1115,255.0,0 days 01:12:00,2020-02-07 14:47:00+00:00,2020-02-07 15:59:00+00:00
389,8214,2020,1,2,7,5,2020-02-07,DL,N297PQ,BNA,RDU,31.0,1047,1249,11.0,1220,442.0,0 days 01:44:00,2020-02-07 15:16:00+00:00,2020-02-07 17:00:00+00:00
390,18635,2020,1,2,7,5,2020-02-07,DL,N195PQ,TPA,RDU,15.0,1140,1252,6.0,1251,587.0,0 days 01:33:00,2020-02-07 15:25:00+00:00,2020-02-07 16:58:00+00:00
391,124139,2020,1,2,7,5,2020-02-07,DL,N379CA,RDU,DCA,27.0,1215,1250,3.0,1257,227.0,0 days 01:05:00,2020-02-07 15:48:00+00:00,2020-02-07 16:53:00+00:00
392,128234,2020,1,2,7,5,2020-02-07,DL,N824MD,OMA,DCA,11.0,1107,1410,8.0,1432,1012.0,0 days 02:22:00,2020-02-07 15:56:00+00:00,2020-02-07 18:18:00+00:00
393,15806,2020,1,2,7,5,2020-02-07,DL,N924EV,IND,RDU,14.0,1215,1328,9.0,1256,489.0,0 days 01:36:00,2020-02-07 16:01:00+00:00,2020-02-07 17:37:00+00:00
394,124078,2020,1,2,7,5,2020-02-07,DL,N630CZ,LAS,SJC,14.0,924,1030,3.0,1054,386.0,0 days 01:23:00,2020-02-07 16:10:00+00:00,2020-02-07 17:33:00+00:00
395,3707,2020,1,2,7,5,2020-02-07,DL,N918XJ,AUS,RDU,24.0,1139,1448,6.0,1408,1162.0,0 days 02:39:00,2020-02-07 16:15:00+00:00,2020-02-07 18:54:00+00:00
396,124072,2020,1,2,7,5,2020-02-07,DL,N617CZ,LAS,SAN,21.0,943,1027,4.0,1014,258.0,0 days 01:09:00,2020-02-07 16:22:00+00:00,2020-02-07 17:31:00+00:00
397,33786,2020,1,2,7,5,2020-02-07,DL,N301SY,LAS,LGB,15.0,942,1025,3.0,1040,231.0,0 days 01:01:00,2020-02-07 16:27:00+00:00,2020-02-07 17:28:00+00:00
398,4084,2020,1,2,7,5,2020-02-07,DL,N8891A,RDU,PHL,23.0,1315,1415,2.0,1401,337.0,0 days 01:25:00,2020-02-07 16:52:00+00:00,2020-02-07 18:17:00+00:00
399,21154,2020,1,2,7,5,2020-02-07,DL,N916XJ,RDU,ORD,20.0,1355,1438,7.0,1450,646.0,0 days 02:10:00,2020-02-07 17:35:00+00:00,2020-02-07 19:45:00+00:00
400,21035,2020,1,2,7,5,2020-02-07,DL,N195PQ,RDU,IND,18.0,1358,1513,8.0,1539,489.0,0 days 01:41:00,2020-02-07 17:40:00+00:00,2020-02-07 19:21:00+00:00
401,124136,2020,1,2,7,5,2020-02-07,DL,N379CA,DCA,RDU,25.0,1406,1456,5.0,1503,227.0,0 days 01:20:00,2020-02-07 17:41:00+00:00,2020-02-07 19:01:00+00:00
402,124140,2020,1,2,7,5,2020-02-07,DL,N658CA,RDU,DCA,17.0,1411,1446,7.0,1515,227.0,0 days 00:59:00,2020-02-07 17:54:00+00:00,2020-02-07 18:53:00+00:00
403,124073,2020,1,2,7,5,2020-02-07,DL,N617CZ,SAN,LAS,25.0,1124,1211,9.0,1213,258.0,0 days 01:21:00,2020-02-07 17:59:00+00:00,2020-02-07 19:20:00+00:00
404,124075,2020,1,2,7,5,2020-02-07,DL,N619CZ,SJC,LAS,23.0,1141,1244,18.0,1305,386.0,0 days 01:44:00,2020-02-07 18:18:00+00:00,2020-02-07 20:02:00+00:00
405,20001,2020,1,2,7,5,2020-02-07,DL,N924EV,RDU,BWI,25.0,1446,1533,4.0,1451,255.0,0 days 01:16:00,2020-02-07 18:21:00+00:00,2020-02-07 19:37:00+00:00
406,33787,2020,1,2,7,5,2020-02-07,DL,N301SY,LGB,LAS,14.0,1137,1219,7.0,1240,231.0,0 days 01:03:00,2020-02-07 18:23:00+00:00,2020-02-07 19:26:00+00:00
407,128136,2020,1,2,7,5,2020-02-07,DL,N824MD,DCA,MSN,13.0,1512,1556,4.0,1636,707.0,0 days 02:01:00,2020-02-07 18:59:00+00:00,2020-02-07 21:00:00+00:00
408,4061,2020,1,2,7,5,2020-02-07,DL,N8891A,PHL,RDU,16.0,1523,1627,12.0,1553,337.0,0 days 01:32:00,2020-02-07 19:07:00+00:00,2020-02-07 20:39:00+00:00
409,14946,2020,1,2,7,5,2020-02-07,DL,N918XJ,RDU,TPA,16.0,1552,1746,1.0,1656,587.0,0 days 02:11:00,2020-02-07 19:36:00+00:00,2020-02-07 21:47:00+00:00
410,124153,2020,1,2,7,5,2020-02-07,DL,N658CA,DCA,RDU,14.0,1608,1651,12.0,1721,227.0,0 days 01:09:00,2020-02-07 19:54:00+00:00,2020-02-07 21:03:00+00:00
411,33796,2020,1,2,7,5,2020-02-07,DL,N301SY,LAS,LGB,17.0,1328,1412,3.0,1433,231.0,0 days 01:04:00,2020-02-07 20:11:00+00:00,2020-02-07 21:15:00+00:00
412,124064,2020,1,2,7,5,2020-02-07,DL,N608CZ,LAS,SAN,17.0,1333,1416,6.0,1435,258.0,0 days 01:06:00,2020-02-07 20:16:00+00:00,2020-02-07 21:22:00+00:00
413,8152,2020,1,2,7,5,2020-02-07,DL,N916XJ,ORD,RDU,14.0,1541,1806,4.0,1839,646.0,0 days 01:43:00,2020-02-07 20:27:00+00:00,2020-02-07 22:10:00+00:00
414,124074,2020,1,2,7,5,2020-02-07,DL,N619CZ,LAS,SJC,20.0,1350,1455,3.0,1514,386.0,0 days 01:28:00,2020-02-07 20:30:00+00:00,2020-02-07 21:58:00+00:00
415,14047,2020,1,2,7,5,2020-02-07,DL,N819AY,BWI,RDU,17.0,1651,1741,12.0,1730,255.0,0 days 01:19:00,2020-02-07 20:34:00+00:00,2020-02-07 21:53:00+00:00
416,9855,2020,1,2,7,5,2020-02-07,DL,N195PQ,IND,RDU,19.0,1707,1818,6.0,1750,489.0,0 days 01:36:00,2020-02-07 20:48:00+00:00,2020-02-07 22:24:00+00:00
417,124138,2020,1,2,7,5,2020-02-07,DL,N658CA,RDU,DCA,18.0,1812,1850,8.0,1920,227.0,0 days 01:04:00,2020-02-07 21:54:00+00:00,2020-02-07 22:58:00+00:00
418,128137,2020,1,2,7,5,2020-02-07,DL,N824MD,MSN,DCA,13.0,1711,1951,12.0,2013,707.0,0 days 02:05:00,2020-02-07 21:58:00+00:00,2020-02-08 00:03:00+00:00
419,4788,2020,1,2,7,5,2020-02-07,DL,N8891A,RDU,PHL,22.0,1821,1921,5.0,1832,337.0,0 days 01:27:00,2020-02-07 21:59:00+00:00,2020-02-07 23:26:00+00:00
420,124065,2020,1,2,7,5,2020-02-07,DL,N608CZ,SAN,LAS,19.0,1526,1613,58.0,1635,258.0,0 days 02:04:00,2020-02-07 22:07:00+00:00,2020-02-08 00:11:00+00:00
421,33797,2020,1,2,7,5,2020-02-07,DL,N301SY,LGB,LAS,10.0,1521,1603,9.0,1624,231.0,0 days 01:01:00,2020-02-07 22:11:00+00:00,2020-02-07 23:12:00+00:00
422,8277,2020,1,2,7,5,2020-02-07,DL,N331PQ,RDU,BNA,16.0,1840,1859,7.0,1920,442.0,0 days 01:42:00,2020-02-07 22:24:00+00:00,2020-02-08 00:06:00+00:00
423,14973,2020,1,2,7,5,2020-02-07,DL,N918XJ,TPA,RDU,10.0,1840,1957,9.0,1923,587.0,0 days 01:36:00,2020-02-07 22:30:00+00:00,2020-02-08 00:06:00+00:00
424,124103,2020,1,2,7,5,2020-02-07,DL,N619CZ,SJC,LAS,26.0,1600,1703,13.0,1714,386.0,0 days 01:42:00,2020-02-07 22:34:00+00:00,2020-02-08 00:16:00+00:00
425,10087,2020,1,2,7,5,2020-02-07,DL,N8976E,PHL,RDU,13.0,1913,2014,4.0,1948,337.0,0 days 01:18:00,2020-02-07 23:00:00+00:00,2020-02-08 00:18:00+00:00
426,124137,2020,1,2,7,5,2020-02-07,DL,N658CA,DCA,RDU,18.0,2003,2047,4.0,2116,227.0,0 days 01:06:00,2020-02-07 23:45:00+00:00,2020-02-08 00:51:00+00:00
427,11320,2020,1,2,7,5,2020-02-07,DL,N582CA,RDU,ORD,12.0,1958,2041,6.0,1923,646.0,0 days 02:01:00,2020-02-07 23:46:00+00:00,2020-02-08 01:47:00+00:00
428,8814,2020,1,2,7,5,2020-02-07,DL,N916XJ,RDU,TPA,22.0,2013,2203,2.0,2159,587.0,0 days 02:14:00,2020-02-07 23:51:00+00:00,2020-02-08 02:05:00+00:00
429,34015,2020,1,2,7,5,2020-02-07,DL,N278SY,LAS,LGB,18.0,1719,1804,4.0,1817,231.0,0 days 01:07:00,2020-02-08 00:01:00+00:00,2020-02-08 01:08:00+00:00
430,10975,2020,1,2,7,5,2020-02-07,DL,N919XJ,CLE,BDL,27.0,2054,2203,5.0,2128,476.0,0 days 01:41:00,2020-02-08 00:27:00+00:00,2020-02-08 02:08:00+00:00
431,128256,2020,1,2,7,5,2020-02-07,DL,N203JQ,DCA,LEX,20.0,2048,2157,7.0,2214,414.0,0 days 01:36:00,2020-02-08 00:28:00+00:00,2020-02-08 02:04:00+00:00
432,124102,2020,1,2,7,5,2020-02-07,DL,N619CZ,LAS,SJC,27.0,1807,1910,4.0,1920,386.0,0 days 01:34:00,2020-02-08 00:40:00+00:00,2020-02-08 02:14:00+00:00
433,124092,2020,1,2,7,5,2020-02-07,DL,N608CZ,LAS,SAN,28.0,1813,1858,5.0,1826,258.0,0 days 01:18:00,2020-02-08 00:45:00+00:00,2020-02-08 02:03:00+00:00
434,9296,2020,1,2,7,5,2020-02-07,DL,N8976E,RDU,PHL,25.0,2110,2211,3.0,2156,337.0,0 days 01:29:00,2020-02-08 00:45:00+00:00,2020-02-08 02:14:00+00:00
435,8251,2020,1,2,7,5,2020-02-07,DL,N331PQ,BNA,RDU,15.0,2001,2202,2.0,2227,442.0,0 days 01:18:00,2020-02-08 00:46:00+00:00,2020-02-08 02:04:00+00:00
436,8181,2020,1,2,7,5,2020-02-07,DL,N936XJ,RDU,CLE,20.0,2123,2231,7.0,2140,416.0,0 days 01:35:00,2020-02-08 01:03:00+00:00,2020-02-08 02:38:00+00:00
437,128060,2020,1,2,7,5,2020-02-07,DL,N241JQ,RDU,CMH,20.0,2131,2230,4.0,2125,362.0,0 days 01:23:00,2020-02-08 01:11:00+00:00,2020-02-08 02:34:00+00:00
438,18569,2020,1,2,7,5,2020-02-07,DL,N918XJ,RDU,JAX,14.0,2133,2248,3.0,2133,407.0,0 days 01:32:00,2020-02-08 01:19:00+00:00,2020-02-08 02:51:00+00:00
439,33358,2020,1,2,7,5,2020-02-07,DL,N302SY,LGB,LAS,23.0,1919,2001,7.0,2008,231.0,0 days 01:12:00,2020-02-08 01:56:00+00:00,2020-02-08 03:08:00+00:00
440,34204,2020,1,2,7,5,2020-02-07,DL,N498CA,PLN,APN,4.0,2212,2235,5.0,2301,69.0,0 days 00:32:00,2020-02-08 02:08:00+00:00,2020-02-08 02:40:00+00:00
441,11297,2020,1,2,7,5,2020-02-07,DL,N582CA,ORD,RDU,20.0,2134,2358,5.0,2306,646.0,0 days 02:49:00,2020-02-08 02:14:00+00:00,2020-02-08 05:03:00+00:00
442,124132,2020,1,2,7,5,2020-02-07,DL,N608CZ,SAN,LAS,36.0,2008,2056,12.0,2024,258.0,0 days 01:36:00,2020-02-08 02:32:00+00:00,2020-02-08 04:08:00+00:00
443,10114,2020,1,2,7,5,2020-02-07,DL,N921XJ,RDU,BDL,11.0,2249,2355,6.0,2240,532.0,0 days 02:23:00,2020-02-08 02:38:00+00:00,2020-02-08 05:01:00+00:00
444,124090,2020,1,2,7,5,2020-02-07,DL,N609CZ,SJC,LAS,11.0,2001,2100,9.0,2125,386.0,0 days 01:19:00,2020-02-08 02:50:00+00:00,2020-02-08 04:09:00+00:00
445,124099,2020,1,2,7,5,2020-02-07,DL,N608CZ,LAS,SAN,30.0,2208,2253,4.0,2217,258.0,0 days 01:19:00,2020-02-08 04:38:00+00:00,2020-02-08 05:57:00+00:00
446,38880,2020,1,2,8,6,2020-02-08,DL,N498CA,APN,PLN,27.0,528,549,7.0,603,69.0,0 days 00:55:00,2020-02-08 09:01:00+00:00,2020-02-08 09:56:00+00:00
447,8198,2020,1,2,8,6,2020-02-08,DL,N131EV,CLE,RDU,33.0,628,729,3.0,737,416.0,0 days 01:37:00,2020-02-08 09:55:00+00:00,2020-02-08 11:32:00+00:00
448,17073,2020,1,2,8,6,2020-02-08,DL,N921XJ,BDL,RDU,15.0,615,745,3.0,800,532.0,0 days 01:48:00,2020-02-08 10:00:00+00:00,2020-02-08 11:48:00+00:00
449,16499,2020,1,2,8,6,2020-02-08,DL,N919XJ,BDL,CLE,14.0,706,830,7.0,854,476.0,0 days 01:45:00,2020-02-08 10:52:00+00:00,2020-02-08 12:37:00+00:00
450,1494,2020,1,2,8,6,2020-02-08,DL,N916XJ,TPA,RDU,9.0,739,857,8.0,924,587.0,0 days 01:35:00,2020-02-08 11:30:00+00:00,2020-02-08 13:05:00+00:00
451,95370,2020,1,2,8,6,2020-02-08,DL,N842DN,RDU,LAS,26.0,822,1004,6.0,1031,2026.0,0 days 05:14:00,2020-02-08 11:56:00+00:00,2020-02-08 17:10:00+00:00
452,18609,2020,1,2,8,6,2020-02-08,DL,N131EV,RDU,TPA,14.0,849,1030,4.0,1044,587.0,0 days 01:59:00,2020-02-08 12:35:00+00:00,2020-02-08 14:34:00+00:00
453,124234,2020,1,2,8,6,2020-02-08,DL,N658CA,RDU,DCA,26.0,921,1005,2.0,1014,227.0,0 days 01:12:00,2020-02-08 12:55:00+00:00,2020-02-08 14:07:00+00:00
454,12115,2020,1,2,8,6,2020-02-08,DL,N320PQ,RDU,ORD,30.0,930,1011,5.0,1028,646.0,0 days 02:16:00,2020-02-08 13:00:00+00:00,2020-02-08 15:16:00+00:00
455,124235,2020,1,2,8,6,2020-02-08,DL,N658CA,DCA,RDU,11.0,1103,1145,4.0,1213,227.0,0 days 00:57:00,2020-02-08 14:52:00+00:00,2020-02-08 15:49:00+00:00
456,124219,2020,1,2,8,6,2020-02-08,DL,N608CZ,SAN,LAS,14.0,909,959,5.0,1025,258.0,0 days 01:09:00,2020-02-08 15:55:00+00:00,2020-02-08 17:04:00+00:00
457,124213,2020,1,2,8,6,2020-02-08,DL,N619CZ,SJC,LAS,26.0,929,1029,13.0,1044,386.0,0 days 01:39:00,2020-02-08 16:03:00+00:00,2020-02-08 17:42:00+00:00
458,12090,2020,1,2,8,6,2020-02-08,DL,N320PQ,ORD,RDU,11.0,1118,1342,3.0,1410,646.0,0 days 01:38:00,2020-02-08 16:07:00+00:00,2020-02-08 17:45:00+00:00
459,4047,2020,1,2,8,6,2020-02-08,DL,N131EV,TPA,RDU,13.0,1237,1400,3.0,1419,587.0,0 days 01:39:00,2020-02-08 16:24:00+00:00,2020-02-08 18:03:00+00:00
460,38587,2020,1,2,8,6,2020-02-08,DL,N302SY,LAS,LGB,15.0,943,1027,4.0,1040,231.0,0 days 01:03:00,2020-02-08 16:28:00+00:00,2020-02-08 17:31:00+00:00
461,124178,2020,1,2,8,6,2020-02-08,DL,N619CZ,LAS,SJC,21.0,1142,1247,4.0,1311,386.0,0 days 01:30:00,2020-02-08 18:21:00+00:00,2020-02-08 19:51:00+00:00
462,38588,2020,1,2,8,6,2020-02-08,DL,N302SY,LGB,LAS,17.0,1141,1228,6.0,1239,231.0,0 days 01:10:00,2020-02-08 18:24:00+00:00,2020-02-08 19:34:00+00:00
463,95369,2020,1,2,8,6,2020-02-08,DL,N842DN,LAS,RDU,10.0,1134,1818,3.0,1900,2026.0,0 days 03:57:00,2020-02-08 18:24:00+00:00,2020-02-08 22:21:00+00:00
464,124192,2020,1,2,8,6,2020-02-08,DL,N608CZ,LAS,SAN,11.0,1136,1221,19.0,1241,258.0,0 days 01:15:00,2020-02-08 18:25:00+00:00,2020-02-08 19:40:00+00:00
465,14947,2020,1,2,8,6,2020-02-08,DL,N131EV,RDU,TPA,13.0,1541,1718,3.0,1726,587.0,0 days 01:53:00,2020-02-08 19:28:00+00:00,2020-02-08 21:21:00+00:00
466,38591,2020,1,2,8,6,2020-02-08,DL,N301SY,LAS,LGB,14.0,1328,1413,4.0,1432,231.0,0 days 01:03:00,2020-02-08 20:14:00+00:00,2020-02-08 21:17:00+00:00
467,124190,2020,1,2,8,6,2020-02-08,DL,N608CZ,SAN,LAS,13.0,1514,1606,11.0,1633,258.0,0 days 01:16:00,2020-02-08 22:01:00+00:00,2020-02-08 23:17:00+00:00
468,124193,2020,1,2,8,6,2020-02-08,DL,N616CZ,SJC,LAS,15.0,1538,1638,5.0,1628,386.0,0 days 01:20:00,2020-02-08 22:23:00+00:00,2020-02-08 23:43:00+00:00
469,38592,2020,1,2,8,6,2020-02-08,DL,N301SY,LGB,LAS,10.0,1543,1629,5.0,1623,231.0,0 days 01:01:00,2020-02-08 22:33:00+00:00,2020-02-08 23:34:00+00:00
470,124214,2020,1,2,8,6,2020-02-08,DL,N608CZ,LAS,SJC,10.0,1716,1821,4.0,1849,386.0,0 days 01:19:00,2020-02-09 00:06:00+00:00,2020-02-09 01:25:00+00:00
471,124205,2020,1,2,8,6,2020-02-08,DL,N616CZ,LAS,SAN,20.0,1731,1819,5.0,1825,258.0,0 days 01:13:00,2020-02-09 00:11:00+00:00,2020-02-09 01:24:00+00:00
472,2159,2020,1,2,9,7,2020-02-09,DL,N8976E,PHL,RDU,37.0,630,727,5.0,743,337.0,0 days 01:39:00,2020-02-09 09:53:00+00:00,2020-02-09 11:32:00+00:00
473,128466,2020,1,2,9,7,2020-02-09,DL,N810MD,CMH,RDU,11.0,608,658,26.0,735,362.0,0 days 01:27:00,2020-02-09 09:57:00+00:00,2020-02-09 11:24:00+00:00
474,128631,2020,1,2,9,7,2020-02-09,DL,N203JQ,LEX,DCA,33.0,728,827,6.0,839,414.0,0 days 01:38:00,2020-02-09 10:55:00+00:00,2020-02-09 12:33:00+00:00
475,1495,2020,1,2,9,7,2020-02-09,DL,N131EV,TPA,RDU,14.0,745,910,4.0,926,587.0,0 days 01:43:00,2020-02-09 11:31:00+00:00,2020-02-09 13:14:00+00:00
476,128600,2020,1,2,9,7,2020-02-09,DL,N824MD,DCA,OMA,12.0,814,1001,8.0,1030,1012.0,0 days 03:07:00,2020-02-09 12:02:00+00:00,2020-02-09 15:09:00+00:00
477,13707,2020,1,2,9,7,2020-02-09,DL,N8976E,RDU,BWI,18.0,821,902,10.0,930,255.0,0 days 01:09:00,2020-02-09 12:03:00+00:00,2020-02-09 13:12:00+00:00
478,18610,2020,1,2,9,7,2020-02-09,DL,N308PQ,RDU,TPA,21.0,837,1004,1.0,1029,587.0,0 days 01:49:00,2020-02-09 12:16:00+00:00,2020-02-09 14:05:00+00:00
479,8234,2020,1,2,9,7,2020-02-09,DL,N917XJ,RDU,BNA,16.0,850,908,7.0,926,442.0,0 days 01:41:00,2020-02-09 12:34:00+00:00,2020-02-09 14:15:00+00:00
480,5691,2020,1,2,9,7,2020-02-09,DL,N937XJ,JAX,RDU,12.0,847,959,2.0,1009,407.0,0 days 01:26:00,2020-02-09 12:35:00+00:00,2020-02-09 14:01:00+00:00
481,16045,2020,1,2,9,7,2020-02-09,DL,N819AY,RDU,IND,17.0,903,1025,6.0,1043,489.0,0 days 01:45:00,2020-02-09 12:46:00+00:00,2020-02-09 14:31:00+00:00
482,17864,2020,1,2,9,7,2020-02-09,DL,N8976E,BWI,RDU,15.0,1001,1048,6.0,1115,255.0,0 days 01:08:00,2020-02-09 13:46:00+00:00,2020-02-09 14:54:00+00:00
483,124312,2020,1,2,9,7,2020-02-09,DL,N622CZ,SAN,LAS,17.0,714,801,8.0,827,258.0,0 days 01:12:00,2020-02-09 13:57:00+00:00,2020-02-09 15:09:00+00:00
484,124310,2020,1,2,9,7,2020-02-09,DL,N610CZ,SJC,LAS,11.0,716,816,7.0,848,386.0,0 days 01:18:00,2020-02-09 14:05:00+00:00,2020-02-09 15:23:00+00:00
485,8215,2020,1,2,9,7,2020-02-09,DL,N917XJ,BNA,RDU,9.0,1006,1204,3.0,1235,442.0,0 days 01:10:00,2020-02-09 14:57:00+00:00,2020-02-09 16:07:00+00:00
486,18636,2020,1,2,9,7,2020-02-09,DL,N308PQ,TPA,RDU,12.0,1111,1239,3.0,1251,587.0,0 days 01:43:00,2020-02-09 14:59:00+00:00,2020-02-09 16:42:00+00:00
487,15807,2020,1,2,9,7,2020-02-09,DL,N819AY,IND,RDU,13.0,1119,1225,8.0,1256,489.0,0 days 01:27:00,2020-02-09 15:06:00+00:00,2020-02-09 16:33:00+00:00
488,124333,2020,1,2,9,7,2020-02-09,DL,N690CA,RDU,DCA,16.0,1150,1230,4.0,1257,227.0,0 days 01:00:00,2020-02-09 15:34:00+00:00,2020-02-09 16:34:00+00:00
489,124271,2020,1,2,9,7,2020-02-09,DL,N622CZ,LAS,SAN,13.0,902,954,5.0,1014,258.0,0 days 01:10:00,2020-02-09 15:49:00+00:00,2020-02-09 16:59:00+00:00
490,128601,2020,1,2,9,7,2020-02-09,DL,N824MD,OMA,DCA,12.0,1106,1402,4.0,1432,1012.0,0 days 02:12:00,2020-02-09 15:54:00+00:00,2020-02-09 18:06:00+00:00
491,124279,2020,1,2,9,7,2020-02-09,DL,N610CZ,LAS,SJC,12.0,924,1024,3.0,1054,386.0,0 days 01:15:00,2020-02-09 16:12:00+00:00,2020-02-09 17:27:00+00:00
492,5216,2020,1,2,9,7,2020-02-09,DL,N8976E,RDU,PHL,15.0,1238,1337,2.0,1401,337.0,0 days 01:16:00,2020-02-09 16:23:00+00:00,2020-02-09 17:39:00+00:00
493,39343,2020,1,2,9,7,2020-02-09,DL,N301SY,LAS,LGB,23.0,947,1040,4.0,1040,231.0,0 days 01:20:00,2020-02-09 16:24:00+00:00,2020-02-09 17:44:00+00:00
494,20002,2020,1,2,9,7,2020-02-09,DL,N819AY,RDU,BWI,19.0,1353,1437,6.0,1451,255.0,0 days 01:09:00,2020-02-09 17:34:00+00:00,2020-02-09 18:43:00+00:00
495,124272,2020,1,2,9,7,2020-02-09,DL,N622CZ,SAN,LAS,18.0,1055,1140,11.0,1213,258.0,0 days 01:14:00,2020-02-09 17:37:00+00:00,2020-02-09 18:51:00+00:00
496,124330,2020,1,2,9,7,2020-02-09,DL,N690CA,DCA,RDU,14.0,1351,1435,9.0,1503,227.0,0 days 01:07:00,2020-02-09 17:37:00+00:00,2020-02-09 18:44:00+00:00
497,21036,2020,1,2,9,7,2020-02-09,DL,N320PQ,RDU,IND,20.0,1404,1529,9.0,1539,489.0,0 days 01:54:00,2020-02-09 17:44:00+00:00,2020-02-09 19:38:00+00:00
498,124334,2020,1,2,9,7,2020-02-09,DL,N658CA,RDU,DCA,21.0,1418,1502,24.0,1515,227.0,0 days 01:29:00,2020-02-09 17:57:00+00:00,2020-02-09 19:26:00+00:00
499,124276,2020,1,2,9,7,2020-02-09,DL,N610CZ,SJC,LAS,14.0,1135,1242,7.0,1305,386.0,0 days 01:28:00,2020-02-09 18:21:00+00:00,2020-02-09 19:49:00+00:00
500,4062,2020,1,2,9,7,2020-02-09,DL,N8976E,PHL,RDU,16.0,1441,1536,5.0,1553,337.0,0 days 01:16:00,2020-02-09 18:25:00+00:00,2020-02-09 19:41:00+00:00
501,39344,2020,1,2,9,7,2020-02-09,DL,N301SY,LGB,LAS,21.0,1147,1236,8.0,1240,231.0,0 days 01:18:00,2020-02-09 18:26:00+00:00,2020-02-09 19:44:00+00:00
502,14948,2020,1,2,9,7,2020-02-09,DL,N308PQ,RDU,TPA,16.0,1500,1628,3.0,1656,587.0,0 days 01:47:00,2020-02-09 18:44:00+00:00,2020-02-09 20:31:00+00:00
503,128521,2020,1,2,9,7,2020-02-09,DL,N824MD,DCA,MSN,12.0,1508,1620,7.0,1636,707.0,0 days 02:31:00,2020-02-09 18:56:00+00:00,2020-02-09 21:27:00+00:00
504,124342,2020,1,2,9,7,2020-02-09,DL,N658CA,DCA,RDU,18.0,1610,1649,7.0,1721,227.0,0 days 01:04:00,2020-02-09 19:52:00+00:00,2020-02-09 20:56:00+00:00
505,14048,2020,1,2,9,7,2020-02-09,DL,N8775A,BWI,RDU,16.0,1618,1702,12.0,1730,255.0,0 days 01:12:00,2020-02-09 20:02:00+00:00,2020-02-09 21:14:00+00:00
506,39349,2020,1,2,9,7,2020-02-09,DL,N301SY,LAS,LGB,13.0,1324,1417,3.0,1433,231.0,0 days 01:09:00,2020-02-09 20:11:00+00:00,2020-02-09 21:20:00+00:00
507,9856,2020,1,2,9,7,2020-02-09,DL,N320PQ,IND,RDU,12.0,1630,1738,5.0,1750,489.0,0 days 01:25:00,2020-02-09 20:18:00+00:00,2020-02-09 21:43:00+00:00
